"from","to","id","col","score","result","compare"
"Port Clinton","Port Clinton","561","city","False","True","True"
"OH","OH","561","state","True","True","True"
"563","563","562","index","True","True","True"
"1881","1881","562","id","True","True","True"
"Seiche Scottish Ale","Seiche Scottish Ale","562","beer_name","True","True","True"
"Scottish Ale","Scottish Ale","562","style","True","True","True"
"16.0 OZ.","16","562","ounces","False","False","False"
"0.078","0.078","562","abv","True","True","True"
"16","16","562","ibu","True","True","True"
"285","285","562","brewery_id","True","True","True"
"Catawba Island Brewing","Catawba Island Brewing","562","brewery_name","True","True","True"
"Port Clinton","Port Clinton","562","city","False","True","True"
"OH","OH","562","state","True","True","True"
"564","564","563","index","True","True","True"
"2446","2446","563","id","True","True","True"
"Peanut Butter Jelly Time","Peanut Butter Jelly Time","563","beer_name","True","True","True"
"American Brown Ale","American Brown Ale","563","style","True","True","True"
"12.0 oz","12","563","ounces","False","False","False"
"0.057999999999999996%","0.058","563","abv","False","False","False"
"N/A","","563","ibu","False","False","False"
"96","96","563","brewery_id","True","True","True"
"Catawba Valley Brewing Company","Catawba Valley Brewing Company","563","brewery_name","True","True","True"
"Morganton","Morganton","563","city","True","True","True"
"NC","NC","563","state","True","True","True"
"565","565","564","index","True","True","True"
"2106","2106","564","id","True","True","True"
"King Coconut","King Coconut","564","beer_name","True","True","True"
"American Porter","American Porter","564","style","True","True","True"
"12.0 oz","12","564","ounces","False","False","False"
"0.054","0.054","564","abv","True","True","True"
"N/A","","564","ibu","False","False","False"
"96","96","564","brewery_id","True","True","True"
"Catawba Valley Brewing Company","Catawba Valley Brewing Company","564","brewery_name","True","True","True"
"Morganton","Morganton","564","city","True","True","True"
"NC","NC","564","state","True","True","True"
"566","566","565","index","True","True","True"
"2600","2600","565","id","True","True","True"
"Gone A-Rye","Gone A-Rye","565","beer_name","True","True","True"
"American Double / Imperial IPA","American Double / Imperial IPA","565","style","True","True","True"
"16.0 oz.","16","565","ounces","False","False","False"
"0.085","0.085","565","abv","True","True","True"
"90","90","565","ibu","True","True","True"
"29","29","565","brewery_id","True","True","True"
"Cedar Creek Brewery","Cedar Creek Brewery","565","brewery_name","True","True","True"
"Seven Points","Seven Points","565","city","True","True","True"
"TX","TX","565","state","True","True","True"
"567","567","566","index","True","True","True"
"2210","2210","566","id","True","True","True"
"Special Release","Special Release","566","beer_name","True","True","True"
"","","566","style","True","True","True"
"16.0 oz.","16","566","ounces","False","False","False"
"","","566","abv","True","True","True"
"N/A","","566","ibu","False","False","False"
"29","29","566","brewery_id","True","True","True"
"Cedar Creek Brewery","Cedar Creek Brewery","566","brewery_name","True","True","True"
"Seven Points","Seven Points","566","city","True","True","True"
"TX","TX","566","state","True","True","True"
"568","568","567","index","True","True","True"
"2052","2052","567","id","True","True","True"
"Dankosaurus","Dankosaurus","567","beer_name","True","True","True"
"American IPA","American IPA","567","style","True","True","True"
"16.0 oz","16","567","ounces","False","False","False"
"0.068%","0.068","567","abv","False","False","False"
"70","70","567","ibu","True","True","True"
"29","29","567","brewery_id","True","True","True"
"Cedar Creek Brewery","Cedar Creek Brewery","567","brewery_name","True","True","True"
"Seven Points","Seven Points","567","city","True","True","True"
"TX","TX","567","state","True","True","True"
"569","569","568","index","True","True","True"
"1584","1584","568","id","True","True","True"
"Scruffy's Smoked Alt","Scruffy's Smoked Alt","568","beer_name","True","True","True"
"Smoked Beer","Smoked Beer","568","style","True","True","True"
"16.0 oz.","16","568","ounces","False","False","False"
"0.051%","0.051","568","abv","False","False","False"
"35","35","568","ibu","True","True","True"
"29","29","568","brewery_id","True","True","True"
"Cedar Creek Brewery","Cedar Creek Brewery","568","brewery_name","True","True","True"
"Seven Points","Seven Points","568","city","True","True","True"
"TX","TX","568","state","True","True","True"
"570","570","569","index","True","True","True"
"1182","1182","569","id","True","True","True"
"Elliott's Phoned Home Pale Ale","Elliott's Phoned Home Pale Ale","569","beer_name","True","True","True"
"American Pale Ale (APA)","American Pale Ale (APA)","569","style","True","True","True"
"16.0 oz","16","569","ounces","False","False","False"
"0.051%","0.051","569","abv","False","False","False"
"36","36","569","ibu","True","True","True"
"29","29","569","brewery_id","True","True","True"
"Cedar Creek Brewery","Cedar Creek Brewery","569","brewery_name","True","True","True"
"Seven Points","Seven Points","569","city","True","True","True"
"TX","TX","569","state","True","True","True"
"571","571","570","index","True","True","True"
"1050","1050","570","id","True","True","True"
"The Lawn Ranger","The Lawn Ranger","570","beer_name","True","True","True"
"Cream Ale","Cream Ale","570","style","True","True","True"
"16.0 oz.","16","570","ounces","False","False","False"
"0.05","0.05","570","abv","True","True","True"
"18","18","570","ibu","True","True","True"
"29","29","570","brewery_id","True","True","True"
"Cedar Creek Brewery","Cedar Creek Brewery","570","brewery_name","True","True","True"
"Seven Points","Seven Points","570","city","True","True","True"
"TX","TX","570","state","True","True","True"
"572","572","571","index","True","True","True"
"1219","1219","571","id","True","True","True"
"All American Blonde Ale","All American Blonde Ale","571","beer_name","True","True","True"
"American Blonde Ale","American Blonde Ale","571","style","True","True","True"
"12.0 ounce","12","571","ounces","False","False","False"
"0.05%","0.05","571","abv","False","False","False"
"N/A","","571","ibu","False","False","False"
"452","452","571","brewery_id","True","True","True"
"Centennial Beer Company","Centennial Beer Company","571","brewery_name","True","True","True"
"Edwards","Edwards","571","city","True","True","True"
"CO","CO","571","state","True","True","True"
"573","573","572","index","True","True","True"
"1218","1218","572","id","True","True","True"
"All American Red Ale","All American Red Ale","572","beer_name","True","True","True"
"American Amber / Red Ale","American Amber / Red Ale","572","style","True","True","True"
"12.0 oz","12","572","ounces","False","False","False"
"0.05","0.05","572","abv","True","True","True"
"N/A","","572","ibu","False","False","False"
"452","452","572","brewery_id","True","True","True"
"Centennial Beer Company","Centennial Beer Company","572","brewery_name","True","True","True"
"Edwards CO","Edwards","572","city","False","False","False"
"","CO","572","state","False","False","False"
"574","574","573","index","True","True","True"
"2377","2377","573","id","True","True","True"
"Main St. Virginia Ale","Main St. Virginia Ale","573","beer_name","True","True","True"
"Altbier","Altbier","573","style","True","True","True"
"12.0 ounce","12","573","ounces","False","False","False"
"0.05","0.05","573","abv","True","True","True"
"40","40","573","ibu","True","True","True"
"122","122","573","brewery_id","True","True","True"
"Center of the Universe Brewing C...","Center of the Universe Brewing C...","573","brewery_name","True","True","True"
"Ashland","Ashland","573","city","True","True","True"
"VA","VA","573","state","True","True","True"
"575","575","574","index","True","True","True"
"1839","1839","574","id","True","True","True"
"Chin Music Amber Lager","Chin Music Amber Lager","574","beer_name","True","True","True"
"American Amber / Red Lager","American Amber / Red Lager","574","style","True","True","True"
"12.0 oz. Alumi-Tek","12","574","ounces","False","False","False"
"0.045","0.045","574","abv","True","True","True"
"24","24","574","ibu","True","True","True"
"122","122","574","brewery_id","True","True","True"
"Center of the Universe Brewing C...","Center of the Universe Brewing C...","574","brewery_name","True","True","True"
"Ashland","Ashland","574","city","True","True","True"
"VA","VA","574","state","True","True","True"
"576","576","575","index","True","True","True"
"1248","1248","575","id","True","True","True"
"Main St. Virginia Ale","Main St. Virginia Ale","575","beer_name","True","True","True"
"Altbier","Altbier","575","style","True","True","True"
"12.0 ounce","12","575","ounces","False","False","False"
"0.05","0.05","575","abv","True","True","True"
"40","40","575","ibu","True","True","True"
"122","122","575","brewery_id","True","True","True"
"Center of the Universe Brewing C...","Center of the Universe Brewing C...","575","brewery_name","True","True","True"
"Ashland","Ashland","575","city","True","True","True"
"VA","VA","575","state","True","True","True"
"577","577","576","index","True","True","True"
"1247","1247","576","id","True","True","True"
"Ray Ray’s Pale Ale","Ray Ray’s Pale Ale","576","beer_name","True","True","True"
"American Pale Ale (APA)","American Pale Ale (APA)","576","style","True","True","True"
"12.0 OZ.","12","576","ounces","False","False","False"
"0.052","0.052","576","abv","True","True","True"
"42","42","576","ibu","True","True","True"
"122","122","576","brewery_id","True","True","True"
"Center of the Universe Brewing C...","Center of the Universe Brewing C...","576","brewery_name","True","True","True"
"Ashland","Ashland","576","city","True","True","True"
"VA","VA","576","state","True","True","True"
"578","578","577","index","True","True","True"
"1649","1649","577","id","True","True","True"
"Chai Ale","Chai Ale","577","beer_name","True","True","True"
"Herbed / Spiced Beer","Herbed / Spiced Beer","577","style","True","True","True"
"16.0 oz","16","577","ounces","False","False","False"
"0.051","0.051","577","abv","True","True","True"
"15","15","577","ibu","True","True","True"
"350","350","577","brewery_id","True","True","True"
"Central Coast Brewing Company","Central Coast Brewing Company","577","brewery_name","True","True","True"
"San Luis Obispo","San Luis Obispo","577","city","True","True","True"
"CA","CA","577","state","True","True","True"
"579","579","578","index","True","True","True"
"1648","1648","578","id","True","True","True"
"Lucky Day IPA","Lucky Day IPA","578","beer_name","True","True","True"
"American IPA","American IPA","578","style","True","True","True"
"16.0 oz.","16","578","ounces","False","False","False"
"0.072","0.072","578","abv","True","True","True"
"85","85","578","ibu","True","True","True"
"350","350","578","brewery_id","True","True","True"
"Central Coast Brewing Company","Central Coast Brewing Company","578","brewery_name","True","True","True"
"San Luis Obispo CA","San Luis Obispo","578","city","False","False","False"
"","CA","578","state","False","False","False"
"580","580","579","index","True","True","True"
"1647","1647","579","id","True","True","True"
"Terrace Hill Double IPA","Terrace Hill Double IPA","579","beer_name","True","True","True"
"American Double / Imperial IPA","American Double / Imperial IPA","579","style","True","True","True"
"16.0 oz.","16","579","ounces","False","False","False"
"0.095","0.095","579","abv","True","True","True"
"99","99","579","ibu","True","True","True"
"350","350","579","brewery_id","True","True","True"
"Central Coast Brewing Company","Central Coast Brewing Company","579","brewery_name","True","True","True"
"San Luis Obispo","San Luis Obispo","579","city","True","True","True"
"CA","CA","579","state","True","True","True"
"581","581","580","index","True","True","True"
"1646","1646","580","id","True","True","True"
"Catch 23","Catch 23","580","beer_name","True","True","True"
"American Black Ale","American Black Ale","580","style","True","True","True"
"16.0 oz","16","580","ounces","False","False","False"
"0.075","0.075","580","abv","True","True","True"
"77","77","580","ibu","True","True","True"
"350","350","580","brewery_id","True","True","True"
"Central Coast Brewing Company","Central Coast Brewing Company","580","brewery_name","True","True","True"
"San Luis Obispo","San Luis Obispo","580","city","True","True","True"
"CA","CA","580","state","True","True","True"
"582","582","581","index","True","True","True"
"2057","2057","581","id","True","True","True"
"Stickin' In My Rye","Stickin' In My Rye","581","beer_name","True","True","True"
"Rye Beer","Rye Beer","581","style","True","True","True"
"24.0 oz","24","581","ounces","False","False","False"
"0.07","0.07","581","abv","True","True","True"
"N/A","","581","ibu","False","False","False"
"236","236","581","brewery_id","True","True","True"
"Champion Brewing Company","Champion Brewing Company","581","brewery_name","True","True","True"
"Charlottesville","Charlottesville","581","city","True","True","True"
"VA","VA","581","state","True","True","True"
"583","583","582","index","True","True","True"
"2056","2056","582","id","True","True","True"
"Black Me Stout","Black Me Stout","582","beer_name","True","True","True"
"American Stout","American Stout","582","style","True","True","True"
"12.0 OZ.","12","582","ounces","False","False","False"
"0.06","0.06","582","abv","True","True","True"
"45","45","582","ibu","True","True","True"
"236","236","582","brewery_id","True","True","True"
"Champion Brewing Company","Champion Brewing Company","582","brewery_name","True","True","True"
"Charlottesville","Charlottesville","582","city","True","True","True"
"VA","VA","582","state","True","True","True"
"584","584","583","index","True","True","True"
"2055","2055","583","id","True","True","True"
"Killer Kolsch","Killer Kolsch","583","beer_name","True","True","True"
"Kölsch","Kölsch","583","style","True","True","True"
"12.0 oz","12","583","ounces","False","False","False"
"0.05","0.05","583","abv","True","True","True"
"22","22","583","ibu","True","True","True"
"236","236","583","brewery_id","True","True","True"
"Champion Brewing Company","Champion Brewing Company","583","brewery_name","True","True","True"
"Charlottesville","Charlottesville","583","city","True","True","True"
"VA","VA","583","state","True","True","True"
"585","585","584","index","True","True","True"
"1933","1933","584","id","True","True","True"
"Missile IPA","Missile IPA","584","beer_name","True","True","True"
"American IPA","American IPA","584","style","True","True","True"
"12.0 oz","12","584","ounces","False","False","False"
"0.07%","0.07","584","abv","False","False","False"
"65","65","584","ibu","True","True","True"
"236","236","584","brewery_id","True","True","True"
"Champion Brewing Company","Champion Brewing Company","584","brewery_name","True","True","True"
"Charlottesville VA","Charlottesville","584","city","False","False","False"
"","VA","584","state","False","False","False"
"586","586","585","index","True","True","True"
"2019","2019","585","id","True","True","True"
"Enlighten","Enlighten","585","beer_name","True","True","True"
"Kölsch","Kölsch","585","style","True","True","True"
"16.0 oz. Alumi-Tek","16","585","ounces","False","False","False"
"0.045","0.045","585","abv","True","True","True"
"N/A","","585","ibu","False","False","False"
"250","250","585","brewery_id","True","True","True"
"Chapman's Brewing","Chapman's Brewing","585","brewery_name","True","True","True"
"Angola","Angola","585","city","True","True","True"
"IN","IN","585","state","True","True","True"
"587","587","586","index","True","True","True"
"2018","2018","586","id","True","True","True"
"Ale Cider","Ale Cider","586","beer_name","True","True","True"
"Fruit / Vegetable Beer","Fruit / Vegetable Beer","586","style","True","True","True"
"16.0 oz. Alumi-Tek","16","586","ounces","False","False","False"
"0.065","0.065","586","abv","True","True","True"
"8","8","586","ibu","True","True","True"
"250","250","586","brewery_id","True","True","True"
"Chapman's Brewing","Chapman's Brewing","586","brewery_name","True","True","True"
"Angola","Angola","586","city","True","True","True"
"IN","IN","586","state","True","True","True"
"588","588","587","index","True","True","True"
"2017","2017","587","id","True","True","True"
"Pail Ale","Pail Ale","587","beer_name","True","True","True"
"American Pale Ale (APA)","American Pale Ale (APA)","587","style","True","True","True"
"16.0 oz.","16","587","ounces","False","False","False"
"0.055","0.055","587","abv","True","True","True"
"30","30","587","ibu","True","True","True"
"250","250","587","brewery_id","True","True","True"
"Chapman's Brewing","Chapman's Brewing","587","brewery_name","True","True","True"
"Angola","Angola","587","city","True","True","True"
"IN","IN","587","state","True","True","True"
"589","589","588","index","True","True","True"
"2016","2016","588","id","True","True","True"
"Englishman","Englishman","588","beer_name","True","True","True"
"English Brown Ale","English Brown Ale","588","style","True","True","True"
"16.0 oz.","16","588","ounces","False","False","False"
"0.045%","0.045","588","abv","False","False","False"
"N/A","","588","ibu","False","False","False"
"250","250","588","brewery_id","True","True","True"
"Chapman's Brewing","Chapman's Brewing","588","brewery_name","True","True","True"
"Angola IN","Angola","588","city","False","False","False"
"","IN","588","state","False","False","False"
"590","590","589","index","True","True","True"
"2080","2080","589","id","True","True","True"
"8 Barrel","8 Barrel","589","beer_name","True","True","True"
"American Strong Ale","American Strong Ale","589","style","True","True","True"
"16.0 ounce","16","589","ounces","False","False","False"
"0.08%","0.08","589","abv","False","False","False"
"69","69","589","ibu","True","True","True"
"226","226","589","brewery_id","True","True","True"
"Chatham Brewing","Chatham Brewing","589","brewery_name","True","True","True"
"Chatham","Chatham","589","city","True","True","True"
"NY","NY","589","state","True","True","True"
"591","591","590","index","True","True","True"
"2079","2079","590","id","True","True","True"
"Oktoberfest","Oktoberfest","590","beer_name","True","True","True"
"Märzen / Oktoberfest","Märzen / Oktoberfest","590","style","True","True","True"
"16.0 ounce","16","590","ounces","False","False","False"
"0.055","0.055","590","abv","True","True","True"
"40","40","590","ibu","True","True","True"
"226","226","590","brewery_id","True","True","True"
"Chatham Brewing","Chatham Brewing","590","brewery_name","True","True","True"
"Chatham","Chatham","590","city","True","True","True"
"NY","NY","590","state","True","True","True"
"592","592","591","index","True","True","True"
"2380","2380","591","id","True","True","True"
"IPA #11","IPA #11","591","beer_name","True","True","True"
"American IPA","American IPA","591","style","True","True","True"
"16.0 oz","16","591","ounces","False","False","False"
"0.057%","0.057","591","abv","False","False","False"
"58","58","591","ibu","True","True","True"
"121","121","591","brewery_id","True","True","True"
"Cheboygan Brewing Company","Cheboygan Brewing Company","591","brewery_name","True","True","True"
"Cheboygan","Cheboygan","591","city","True","True","True"
"MI","MI","591","state","True","True","True"
"593","593","592","index","True","True","True"
"2379","2379","592","id","True","True","True"
"Blood Orange Honey","Blood Orange Honey","592","beer_name","True","True","True"
"Fruit / Vegetable Beer","Fruit / Vegetable Beer","592","style","True","True","True"
"16.0 oz.","16","592","ounces","False","False","False"
"0.057%","0.057","592","abv","False","False","False"
"10","10","592","ibu","True","True","True"
"121","121","592","brewery_id","True","True","True"
"Cheboygan Brewing Company","Cheboygan Brewing Company","592","brewery_name","True","True","True"
"Cheboygan","Cheboygan","592","city","True","True","True"
"MI","MI","592","state","True","True","True"
"594","594","593","index","True","True","True"
"2354","2354","593","id","True","True","True"
"Lighthouse Amber","Lighthouse Amber","593","beer_name","True","True","True"
"Altbier","Altbier","593","style","True","True","True"
"16.0 ounce","16","593","ounces","False","False","False"
"0.052","0.052","593","abv","True","True","True"
"N/A","","593","ibu","False","False","False"
"121","121","593","brewery_id","True","True","True"
"Cheboygan Brewing Company","Cheboygan Brewing Company","593","brewery_name","True","True","True"
"Cheboygan","Cheboygan","593","city","True","True","True"
"MI","MI","593","state","True","True","True"
"595","595","594","index","True","True","True"
"2440","2440","594","id","True","True","True"
"Bay of Bengal Double IPA (2014)","Bay of Bengal Double IPA (2014)","594","beer_name","True","True","True"
"American Double / Imperial IPA","American Double / Imperial IPA","594","style","True","True","True"
"12.0 oz.","12","594","ounces","False","False","False"
"0.089","0.089","594","abv","True","True","True"
"126","126","594","ibu","True","True","True"
"99","99","594","brewery_id","True","True","True"
"Christian Moerlein Brewing Company","Christian Moerlein Brewing Company","594","brewery_name","True","True","True"
"Cincinnati","Cincinnati","594","city","True","True","True"
"OH","OH","594","state","True","True","True"
"596","596","595","index","True","True","True"
"567","567","595","id","True","True","True"
"Churchkey Pilsner Style Beer","Churchkey Pilsner Style Beer","595","beer_name","True","True","True"
"American Pilsner","American Pilsner","595","style","True","True","True"
"12.0 oz","12","595","ounces","False","False","False"
"0.049","0.049","595","abv","True","True","True"
"29","29","595","ibu","True","True","True"
"526","526","595","brewery_id","True","True","True"
"Churchkey Can Company","Churchkey Can Company","595","brewery_name","True","True","True"
"Seattle","Seattle","595","city","True","True","True"
"WA","WA","595","state","True","True","True"
"597","597","596","index","True","True","True"
"1342","1342","596","id","True","True","True"
"First Press","First Press","596","beer_name","True","True","True"
"Cider","Cider","596","style","True","True","True"
"12.0 oz.","12","596","ounces","False","False","False"
"0.05","0.05","596","abv","True","True","True"
"N/A","","596","ibu","False","False","False"
"425","425","596","brewery_id","True","True","True"
"Ciderboys","Ciderboys","596","brewery_name","True","True","True"
"Stevens Point","Stevens Point","596","city","True","True","True"
"WI","WI","596","state","True","True","True"
"598","598","597","index","True","True","True"
"1341","1341","597","id","True","True","True"
"Magic Apple","Magic Apple","597","beer_name","True","True","True"
"Cider","Cider","597","style","True","True","True"
"12.0 ounce","12","597","ounces","False","False","False"
"0.05%","0.05","597","abv","False","False","False"
"N/A","","597","ibu","False","False","False"
"425","425","597","brewery_id","True","True","True"
"Ciderboys","Ciderboys","597","brewery_name","True","True","True"
"Stevens Point","Stevens Point","597","city","True","True","True"
"WI","WI","597","state","True","True","True"
"599","599","598","index","True","True","True"
"2349","2349","598","id","True","True","True"
"Cubano Espresso","Cubano Espresso","598","beer_name","True","True","True"
"Bock","Bock","598","style","True","True","True"
"12.0 oz.","12","598","ounces","False","False","False"
"0.055","0.055","598","abv","True","True","True"
"25","25","598","ibu","True","True","True"
"141","141","598","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","598","brewery_name","True","True","True"
"Tampa","Tampa","598","city","True","True","True"
"FL","FL","598","state","True","True","True"
"600","600","599","index","True","True","True"
"2014","2014","599","id","True","True","True"
"Operation Homefront","Operation Homefront","599","beer_name","True","True","True"
"American IPA","American IPA","599","style","True","True","True"
"12.0 oz","12","599","ounces","False","False","False"
"0.062","0.062","599","abv","True","True","True"
"65","65","599","ibu","True","True","True"
"141","141","599","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","599","brewery_name","True","True","True"
"Tampa","Tampa","599","city","True","True","True"
"FL","FL","599","state","True","True","True"
"601","601","600","index","True","True","True"
"2013","2013","600","id","True","True","True"
"Wandering Pelican","Wandering Pelican","600","beer_name","True","True","True"
"American Black Ale","American Black Ale","600","style","True","True","True"
"12.0 oz.","12","600","ounces","False","False","False"
"0.082","0.082","600","abv","True","True","True"
"65","65","600","ibu","True","True","True"
"141","141","600","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","600","brewery_name","True","True","True"
"Tampa","Tampa","600","city","True","True","True"
"FL","FL","600","state","True","True","True"
"602","602","601","index","True","True","True"
"2012","2012","601","id","True","True","True"
"Sugar Plum","Sugar Plum","601","beer_name","True","True","True"
"American Brown Ale","American Brown Ale","601","style","True","True","True"
"12.0 oz","12","601","ounces","False","False","False"
"0.055","0.055","601","abv","True","True","True"
"N/A","","601","ibu","False","False","False"
"141","141","601","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","601","brewery_name","True","True","True"
"Tampa","Tampa","601","city","True","True","True"
"FL","FL","601","state","True","True","True"
"603","603","602","index","True","True","True"
"2011","2011","602","id","True","True","True"
"Oktoberfest","Oktoberfest","602","beer_name","True","True","True"
"Märzen / Oktoberfest","Märzen / Oktoberfest","602","style","True","True","True"
"12.0 oz.","12","602","ounces","False","False","False"
"0.055","0.055","602","abv","True","True","True"
"N/A","","602","ibu","False","False","False"
"141","141","602","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","602","brewery_name","True","True","True"
"Tampa","Tampa","602","city","True","True","True"
"FL","FL","602","state","True","True","True"
"604","604","603","index","True","True","True"
"2010","2010","603","id","True","True","True"
"Puppy's Breath Porter","Puppy's Breath Porter","603","beer_name","True","True","True"
"American Porter","American Porter","603","style","True","True","True"
"12.0 oz.","12","603","ounces","False","False","False"
"0.06","0.06","603","abv","True","True","True"
"N/A","","603","ibu","False","False","False"
"141","141","603","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","603","brewery_name","True","True","True"
"Tampa","Tampa","603","city","True","True","True"
"FL","FL","603","state","True","True","True"
"605","605","604","index","True","True","True"
"2009","2009","604","id","True","True","True"
"Happening Now","Happening Now","604","beer_name","True","True","True"
"American IPA","American IPA","604","style","True","True","True"
"12.0 oz. Alumi-Tek","12","604","ounces","False","False","False"
"0.045","0.045","604","abv","True","True","True"
"N/A","","604","ibu","False","False","False"
"141","141","604","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","604","brewery_name","True","True","True"
"Tampa","Tampa","604","city","True","True","True"
"FL","FL","604","state","True","True","True"
"606","606","605","index","True","True","True"
"1726","1726","605","id","True","True","True"
"Hopped on the High Seas (Hop #529)","Hopped on the High Seas (Hop #529)","605","beer_name","True","True","True"
"American IPA","American IPA","605","style","True","True","True"
"12.0 oz. Silo Can","12","605","ounces","False","False","False"
"0.07","0.07","605","abv","True","True","True"
"60","60","605","ibu","True","True","True"
"141","141","605","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","605","brewery_name","True","True","True"
"Tampa","Tampa","605","city","True","True","True"
"FL","FL","605","state","True","True","True"
"607","607","606","index","True","True","True"
"1725","1725","606","id","True","True","True"
"Hopped on the High Seas (Calypso)","Hopped on the High Seas (Calypso)","606","beer_name","True","True","True"
"American IPA","American IPA","606","style","True","True","True"
"12.0 ounce","12","606","ounces","False","False","False"
"0.07","0.07","606","abv","True","True","True"
"60","60","606","ibu","True","True","True"
"141","141","606","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","606","brewery_name","True","True","True"
"Tampa","Tampa","606","city","True","True","True"
"FL","FL","606","state","True","True","True"
"608","608","607","index","True","True","True"
"1695","1695","607","id","True","True","True"
"Wiregrass Post-Prohibition Ale","Wiregrass Post-Prohibition Ale","607","beer_name","True","True","True"
"American Pale Ale (APA)","American Pale Ale (APA)","607","style","True","True","True"
"12.0 oz. Alumi-Tek","12","607","ounces","False","False","False"
"0.063","0.063","607","abv","True","True","True"
"N/A","","607","ibu","False","False","False"
"141","141","607","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","607","brewery_name","True","True","True"
"Tampa","Tampa","607","city","True","True","True"
"FL","FL","607","state","True","True","True"
"609","609","608","index","True","True","True"
"1694","1694","608","id","True","True","True"
"Dry-Hopped On The High Seas Caribbean-Style IPA","Dry-Hopped On The High Seas Caribbean-Style IPA","608","beer_name","True","True","True"
"American IPA","American IPA","608","style","True","True","True"
"12.0 oz.","12","608","ounces","False","False","False"
"0.07%","0.07","608","abv","False","False","False"
"60","60","608","ibu","True","True","True"
"141","141","608","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","608","brewery_name","True","True","True"
"Tampa","Tampa","608","city","True","True","True"
"FL","FL","608","state","True","True","True"
"610","610","609","index","True","True","True"
"1693","1693","609","id","True","True","True"
"Hopped on the High Seas (Citra)","Hopped on the High Seas (Citra)","609","beer_name","True","True","True"
"American IPA","American IPA","609","style","True","True","True"
"12.0 ounce","12","609","ounces","False","False","False"
"0.07","0.07","609","abv","True","True","True"
"60","60","609","ibu","True","True","True"
"141","141","609","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","609","brewery_name","True","True","True"
"Tampa","Tampa","609","city","True","True","True"
"FL","FL","609","state","True","True","True"
"611","611","610","index","True","True","True"
"1692","1692","610","id","True","True","True"
"Hopped on the High Seas (Ahtanum)","Hopped on the High Seas (Ahtanum)","610","beer_name","True","True","True"
"American IPA","American IPA","610","style","True","True","True"
"12.0 oz.","12","610","ounces","False","False","False"
"0.07","0.07","610","abv","True","True","True"
"60","60","610","ibu","True","True","True"
"141","141","610","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","610","brewery_name","True","True","True"
"Tampa","Tampa","610","city","True","True","True"
"FL","FL","610","state","True","True","True"
"612","612","611","index","True","True","True"
"1369","1369","611","id","True","True","True"
"Gwar Beer","Gwar Beer","611","beer_name","True","True","True"
"American Pale Ale (APA)","American Pale Ale (APA)","611","style","True","True","True"
"12.0 oz.","12","611","ounces","False","False","False"
"0.055","0.055","611","abv","True","True","True"
"N/A","","611","ibu","False","False","False"
"141","141","611","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","611","brewery_name","True","True","True"
"Tampa","Tampa","611","city","True","True","True"
"FL","FL","611","state","True","True","True"
"613","613","612","index","True","True","True"
"1243","1243","612","id","True","True","True"
"Tropical Heatwave","Tropical Heatwave","612","beer_name","True","True","True"
"American Pale Wheat Ale","American Pale Wheat Ale","612","style","True","True","True"
"16.0 oz","16","612","ounces","False","False","False"
"0.052","0.052","612","abv","True","True","True"
"N/A","","612","ibu","False","False","False"
"141","141","612","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","612","brewery_name","True","True","True"
"Tampa","Tampa","612","city","True","True","True"
"FL","FL","612","state","True","True","True"
"614","614","613","index","True","True","True"
"1142","1142","613","id","True","True","True"
"Humidor Series India Pale Ale","Humidor Series India Pale Ale","613","beer_name","True","True","True"
"American IPA","American IPA","613","style","True","True","True"
"12.0 oz","12","613","ounces","False","False","False"
"0.075","0.075","613","abv","True","True","True"
"70","70","613","ibu","True","True","True"
"141","141","613","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","613","brewery_name","True","True","True"
"Tampa","Tampa","613","city","True","True","True"
"FL","FL","613","state","True","True","True"
"615","615","614","index","True","True","True"
"1141","1141","614","id","True","True","True"
"Jai Alai IPA Aged on White Oak","Jai Alai IPA Aged on White Oak","614","beer_name","True","True","True"
"American IPA","American IPA","614","style","True","True","True"
"12.0 ounce","12","614","ounces","False","False","False"
"0.075","0.075","614","abv","True","True","True"
"70","70","614","ibu","True","True","True"
"141","141","614","brewery_id","True","True","True"
"Cigar City Brewing Company","Cigar City Brewing Company","614","brewery_name","True","True","True"
"Tampa","Tampa","614","city","True","True","True"
"FL","FL","614","state","True","True","True"
