"from","to","id","col","score","result","compare"
"yes","yes","211","EmergencyService","True","True","True"
"surgical infection prevention","surgical infection prevention","211","Condition","False","True","True"
"scip-card-2","scip-card-2","211","MeasureCode","True","True","True"
"surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery","surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery","211","MeasureName","False","True","True"
"83%","83%","211","Score","True","True","True"
"125 patients","125 patients","211","Sample","True","True","True"
"al_scip-card-2","al_scip-card-2","211","Stateavg","False","True","True"
"213","213","212","index","True","True","True"
"10011","10011","212","ProviderNumber","True","True","True"
"st vincents east","st vincents east","212","HospitalName","False","True","True"
"50 medical park east drive","50 medical park east drive","212","Address1","True","True","True"
"empty","empty","212","Address2","True","True","True"
"empty","empty","212","Address3","True","True","True"
"bxrmxngham","birmingham","212","City","False","False","False"
"al","al","212","State","True","True","True"
"35235","35235","212","ZipCode","True","True","True"
"jefferson","jefferson","212","CountyName","True","True","True"
"2058383122","2058383122","212","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","212","HospitalType","True","True","True"
"voluntary non-profit - private","voluntary non-profit - private","212","HospitalOwner","True","True","True"
"yes","yes","212","EmergencyService","True","True","True"
"surgical infection prevention","surgical infection prevention","212","Condition","False","True","True"
"scip-inf-1","scip-inf-1","212","MeasureCode","True","True","True"
"surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","212","MeasureName","False","True","True"
"97%","97%","212","Score","True","True","True"
"461 patients","461 patients","212","Sample","True","True","True"
"al_scip-inf-1","al_scip-inf-1","212","Stateavg","False","True","True"
"214","214","213","index","True","True","True"
"x00xx","10011","213","ProviderNumber","False","False","False"
"st vincents east","st vincents east","213","HospitalName","False","True","True"
"50 medical park east drive","50 medical park east drive","213","Address1","True","True","True"
"empty","empty","213","Address2","True","True","True"
"empty","empty","213","Address3","True","True","True"
"birmingham","birmingham","213","City","False","True","True"
"al","al","213","State","True","True","True"
"35235","35235","213","ZipCode","True","True","True"
"jefferson","jefferson","213","CountyName","True","True","True"
"2058383122","2058383122","213","PhoneNumber","True","True","True"
"acutx carx hospitals","acute care hospitals","213","HospitalType","False","False","False"
"voluntary non-profit - private","voluntary non-profit - private","213","HospitalOwner","True","True","True"
"yes","yes","213","EmergencyService","True","True","True"
"surgical infection prevention","surgical infection prevention","213","Condition","False","True","True"
"scip-inf-2","scip-inf-2","213","MeasureCode","True","True","True"
"surgery patients who were given the  right kind  of antibiotic to help prevent infection","surgery patients who were given the  right kind  of antibiotic to help prevent infection","213","MeasureName","False","True","True"
"98%","98%","213","Score","True","True","True"
"473 patients","473 patients","213","Sample","True","True","True"
"al_sxip-inf-2","al_scip-inf-2","213","Stateavg","False","False","False"
"215","215","214","index","True","True","True"
"10011","10011","214","ProviderNumber","True","True","True"
"st vincents east","st vincents east","214","HospitalName","False","True","True"
"50 medical park east drive","50 medical park east drive","214","Address1","True","True","True"
"empty","empty","214","Address2","True","True","True"
"empty","empty","214","Address3","True","True","True"
"birmingham","birmingham","214","City","False","True","True"
"al","al","214","State","True","True","True"
"35235","35235","214","ZipCode","True","True","True"
"jefferson","jefferson","214","CountyName","True","True","True"
"2058383122","2058383122","214","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","214","HospitalType","True","True","True"
"voluntary non-profit - private","voluntary non-profit - private","214","HospitalOwner","True","True","True"
"yes","yes","214","EmergencyService","True","True","True"
"surgical infection prevention","surgical infection prevention","214","Condition","False","True","True"
"scip-inf-3","scip-inf-3","214","MeasureCode","True","True","True"
"surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","214","MeasureName","False","True","True"
"81%","81%","214","Score","True","True","True"
"442 patients","442 patients","214","Sample","True","True","True"
"al_scip-inf-3","al_scip-inf-3","214","Stateavg","False","True","True"
"216","216","215","index","True","True","True"
"10011","10011","215","ProviderNumber","True","True","True"
"st vincents east","st vincents east","215","HospitalName","False","True","True"
"50 medical park east drive","50 medical park east drive","215","Address1","True","True","True"
"empty","empty","215","Address2","True","True","True"
"empty","empty","215","Address3","True","True","True"
"birmingham","birmingham","215","City","False","True","True"
"al","al","215","State","True","True","True"
"35235","35235","215","ZipCode","True","True","True"
"jefferson","jefferson","215","CountyName","True","True","True"
"2058383122","2058383122","215","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","215","HospitalType","True","True","True"
"voluntary non-profit - private","voluntary non-profit - private","215","HospitalOwner","True","True","True"
"yes","yes","215","EmergencyService","True","True","True"
"surgical infection prevention","surgical infection prevention","215","Condition","False","True","True"
"scip-inf-4","scip-inf-4","215","MeasureCode","True","True","True"
"all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","215","MeasureName","False","True","True"
"60%","60%","215","Score","True","True","True"
"127 patients","127 patients","215","Sample","True","True","True"
"al_scip-inf-4","al_scip-inf-4","215","Stateavg","False","True","True"
"217","217","216","index","True","True","True"
"10011","10011","216","ProviderNumber","True","True","True"
"st vincents east","st vincents east","216","HospitalName","False","True","True"
"50 medical park east drive","50 medical park east drive","216","Address1","True","True","True"
"empty","empty","216","Address2","True","True","True"
"empty","empty","216","Address3","True","True","True"
"birmingham","birmingham","216","City","False","True","True"
"al","al","216","State","True","True","True"
"35235","35235","216","ZipCode","True","True","True"
"jeffersxn","jefferson","216","CountyName","False","False","False"
"2058383122","2058383122","216","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","216","HospitalType","True","True","True"
"volunxary non-profix - privaxe","voluntary non-profit - private","216","HospitalOwner","True","False","False"
"yes","yes","216","EmergencyService","True","True","True"
"surgical infection prevention","surgical infection prevention","216","Condition","False","True","True"
"scip-inf-6","scip-inf-6","216","MeasureCode","True","True","True"
"surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)","surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)","216","MeasureName","False","True","True"
"100%","100%","216","Score","True","True","True"
"601 patients","601 patients","216","Sample","True","True","True"
"al_scip-inf-6","al_scip-inf-6","216","Stateavg","False","True","True"
"218","218","217","index","True","True","True"
"10011","10011","217","ProviderNumber","True","True","True"
"st vincents east","st vincents east","217","HospitalName","False","True","True"
"50 medical park east drive","50 medical park east drive","217","Address1","True","True","True"
"empty","empty","217","Address2","True","True","True"
"empty","empty","217","Address3","True","True","True"
"birmingham","birmingham","217","City","False","True","True"
"al","al","217","State","True","True","True"
"35235","35235","217","ZipCode","True","True","True"
"jefferson","jefferson","217","CountyName","True","True","True"
"2058x8x122","2058383122","217","PhoneNumber","False","False","False"
"acute care hospitals","acute care hospitals","217","HospitalType","True","True","True"
"voluntary non-profit - private","voluntary non-profit - private","217","HospitalOwner","True","True","True"
"yes","yes","217","EmergencyService","True","True","True"
"surgical infection prevention","surgical infection prevention","217","Condition","False","True","True"
"scip-vte-1","scip-vte-1","217","MeasureCode","True","True","True"
"surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","217","MeasureName","False","True","True"
"89%","89%","217","Score","True","True","True"
"229 patients","229 patients","217","Sample","True","True","True"
"al_scip-vte-1","al_scip-vte-1","217","Stateavg","False","True","True"
"219","219","218","index","True","True","True"
"10011","10011","218","ProviderNumber","True","True","True"
"st vincents east","st vincents east","218","HospitalName","False","True","True"
"50 medical park east drive","50 medical park east drive","218","Address1","True","True","True"
"empty","empty","218","Address2","True","True","True"
"empty","empty","218","Address3","True","True","True"
"birmingham","birmingham","218","City","False","True","True"
"al","al","218","State","True","True","True"
"35235","35235","218","ZipCode","True","True","True"
"jefferson","jefferson","218","CountyName","True","True","True"
"2058383122","2058383122","218","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","218","HospitalType","True","True","True"
"voluntary nonxprofit x private","voluntary non-profit - private","218","HospitalOwner","True","False","False"
"yes","yes","218","EmergencyService","True","True","True"
"surgical infection prevention","surgical infection prevention","218","Condition","False","True","True"
"scip-vte-2","scip-vte-2","218","MeasureCode","True","True","True"
"patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","218","MeasureName","False","True","True"
"83%","83%","218","Score","True","True","True"
"224 patients","224 patients","218","Sample","True","True","True"
"al_scip-vte-2","al_scip-vte-2","218","Stateavg","False","True","True"
"220","220","219","index","True","True","True"
"10012","10012","219","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","219","HospitalName","False","True","True"
"200 med center drive","200 med center drive","219","Address1","True","True","True"
"empty","empty","219","Address2","True","True","True"
"empty","empty","219","Address3","True","True","True"
"fort payne","fort payne","219","City","False","True","True"
"al","al","219","State","True","True","True"
"35968","35968","219","ZipCode","True","True","True"
"de kalb","de kalb","219","CountyName","True","True","True"
"2568453150","2568453150","219","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","219","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","219","HospitalOwner","True","True","True"
"yes","yes","219","EmergencyService","True","True","True"
"heart attack","heart attack","219","Condition","True","True","True"
"ami-1","ami-1","219","MeasureCode","True","True","True"
"heartxattackxpatientsxgivenxaspirinxatxarrival","heart attack patients given aspirin at arrival","219","MeasureName","False","False","False"
"100%","100%","219","Score","True","True","True"
"46 patients","46 patients","219","Sample","True","True","True"
"al_ami-1","al_ami-1","219","Stateavg","False","True","True"
"221","221","220","index","True","True","True"
"10012","10012","220","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","220","HospitalName","False","True","True"
"200 med center drive","200 med center drive","220","Address1","True","True","True"
"empty","empty","220","Address2","True","True","True"
"empty","empty","220","Address3","True","True","True"
"fort payne","fort payne","220","City","False","True","True"
"al","al","220","State","True","True","True"
"35968","35968","220","ZipCode","True","True","True"
"de kalb","de kalb","220","CountyName","True","True","True"
"2568453150","2568453150","220","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","220","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","220","HospitalOwner","True","True","True"
"yes","yes","220","EmergencyService","True","True","True"
"heart attack","heart attack","220","Condition","True","True","True"
"ami-2","ami-2","220","MeasureCode","True","True","True"
"heart attack patients given aspirin at discharge","heart attack patients given aspirin at discharge","220","MeasureName","False","True","True"
"95%","95%","220","Score","True","True","True"
"39 patients","39 patients","220","Sample","True","True","True"
"al_ami-2","al_ami-2","220","Stateavg","False","True","True"
"222","222","221","index","True","True","True"
"10012","10012","221","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","221","HospitalName","False","True","True"
"200 med center drive","200 med center drive","221","Address1","True","True","True"
"empty","empty","221","Address2","True","True","True"
"empty","empty","221","Address3","True","True","True"
"fort payne","fort payne","221","City","False","True","True"
"al","al","221","State","True","True","True"
"35968","35968","221","ZipCode","True","True","True"
"dx kalb","de kalb","221","CountyName","False","False","False"
"2568453150","2568453150","221","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","221","HospitalType","True","True","True"
"voluntaryxnon-profitx-xchurch","voluntary non-profit - church","221","HospitalOwner","True","False","False"
"yes","yes","221","EmergencyService","True","True","True"
"heart attack","heart attack","221","Condition","True","True","True"
"ami-3","ami-3","221","MeasureCode","True","True","True"
"heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)","heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)","221","MeasureName","False","True","True"
"91%","91%","221","Score","True","True","True"
"11 patients","11 patients","221","Sample","True","True","True"
"al_ami-3","al_ami-3","221","Stateavg","False","True","True"
"223","223","222","index","True","True","True"
"10012","10012","222","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","222","HospitalName","False","True","True"
"200 med center drive","200 med center drive","222","Address1","True","True","True"
"empty","empty","222","Address2","True","True","True"
"empty","empty","222","Address3","True","True","True"
"fort payne","fort payne","222","City","False","True","True"
"al","al","222","State","True","True","True"
"35968","35968","222","ZipCode","True","True","True"
"de kalb","de kalb","222","CountyName","True","True","True"
"2568453150","2568453150","222","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","222","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","222","HospitalOwner","True","True","True"
"yes","yes","222","EmergencyService","True","True","True"
"heart attack","heart attack","222","Condition","True","True","True"
"ami-4","ami-4","222","MeasureCode","True","True","True"
"heart attack patients given smoking cessation advice/counseling","heart attack patients given smoking cessation advice/counseling","222","MeasureName","False","True","True"
"100%","100%","222","Score","True","True","True"
"14 patients","14 patients","222","Sample","True","True","True"
"al_ami-4","al_ami-4","222","Stateavg","False","True","True"
"224","224","223","index","True","True","True"
"10012","10012","223","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","223","HospitalName","False","True","True"
"200 med center drive","200 med center drive","223","Address1","True","True","True"
"empty","empty","223","Address2","True","True","True"
"empty","empty","223","Address3","True","True","True"
"fort payne","fort payne","223","City","False","True","True"
"al","al","223","State","True","True","True"
"35968","35968","223","ZipCode","True","True","True"
"xe kalb","de kalb","223","CountyName","False","False","False"
"2568453150","2568453150","223","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","223","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","223","HospitalOwner","True","True","True"
"yes","yes","223","EmergencyService","True","True","True"
"heart attack","heart attack","223","Condition","True","True","True"
"ami-5","ami-5","223","MeasureCode","True","True","True"
"heart attack patients given beta blocker at discharge","heart attack patients given beta blocker at discharge","223","MeasureName","False","True","True"
"95%","95%","223","Score","True","True","True"
"41 patients","41 patients","223","Sample","True","True","True"
"al_ami-5","al_ami-5","223","Stateavg","False","True","True"
"225","225","224","index","True","True","True"
"10012","10012","224","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","224","HospitalName","False","True","True"
"200 med center drive","200 med center drive","224","Address1","True","True","True"
"empty","empty","224","Address2","True","True","True"
"empty","empty","224","Address3","True","True","True"
"fort payne","fort payne","224","City","False","True","True"
"al","al","224","State","True","True","True"
"35968","35968","224","ZipCode","True","True","True"
"de kalb","de kalb","224","CountyName","True","True","True"
"2568453150","2568453150","224","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","224","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","224","HospitalOwner","True","True","True"
"yes","yes","224","EmergencyService","True","True","True"
"heart attack","heart attack","224","Condition","True","True","True"
"ami-7a","ami-7a","224","MeasureCode","True","True","True"
"heart attack patients given fibrinolytic medication within 30 minutes of arrival","heart attack patients given fibrinolytic medication within 30 minutes of arrival","224","MeasureName","False","True","True"
"100%","100%","224","Score","True","True","True"
"1 patiexts","1 patients","224","Sample","True","False","False"
"al_ami-7a","al_ami-7a","224","Stateavg","False","True","True"
"226","226","225","index","True","True","True"
"10012","10012","225","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","225","HospitalName","False","True","True"
"200 med center drive","200 med center drive","225","Address1","True","True","True"
"empty","empty","225","Address2","True","True","True"
"empty","empty","225","Address3","True","True","True"
"fort payne","fort payne","225","City","False","True","True"
"al","al","225","State","True","True","True"
"35968","35968","225","ZipCode","True","True","True"
"de kalb","de kalb","225","CountyName","True","True","True"
"2568453150","2568453150","225","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","225","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","225","HospitalOwner","True","True","True"
"yes","yes","225","EmergencyService","True","True","True"
"hexrt attxck","heart attack","225","Condition","True","False","False"
"ami-8a","ami-8a","225","MeasureCode","True","True","True"
"heart attack patients given pci within 90 minutes of arrival","heart attack patients given pci within 90 minutes of arrival","225","MeasureName","False","True","True"
"40%","40%","225","Score","False","True","True"
"5 patients","5 patients","225","Sample","True","True","True"
"al_ami-8a","al_ami-8a","225","Stateavg","False","True","True"
"227","227","226","index","True","True","True"
"10012","10012","226","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","226","HospitalName","False","True","True"
"200 med center drive","200 med center drive","226","Address1","True","True","True"
"empty","empty","226","Address2","True","True","True"
"empty","empty","226","Address3","True","True","True"
"fort payne","fort payne","226","City","False","True","True"
"al","al","226","State","True","True","True"
"35968","35968","226","ZipCode","True","True","True"
"de kalb","de kalb","226","CountyName","True","True","True"
"2568453150","2568453150","226","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","226","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","226","HospitalOwner","True","True","True"
"yes","yes","226","EmergencyService","True","True","True"
"heart failure","heart failure","226","Condition","True","True","True"
"hf-1","hf-1","226","MeasureCode","True","True","True"
"heart failure patients given discharge instructions","heart failure patients given discharge instructions","226","MeasureName","False","True","True"
"89%","89%","226","Score","True","True","True"
"76 patients","76 patients","226","Sample","True","True","True"
"al_hf-1","al_hf-1","226","Stateavg","False","True","True"
"228","228","227","index","True","True","True"
"10012","10012","227","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","227","HospitalName","False","True","True"
"200 med center drive","200 med center drive","227","Address1","True","True","True"
"empty","empty","227","Address2","True","True","True"
"empty","empty","227","Address3","True","True","True"
"fort payne","fort payne","227","City","False","True","True"
"al","al","227","State","True","True","True"
"35968","35968","227","ZipCode","True","True","True"
"dx kalb","de kalb","227","CountyName","False","False","False"
"2568453150","2568453150","227","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","227","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","227","HospitalOwner","True","True","True"
"yes","yes","227","EmergencyService","True","True","True"
"heart failure","heart failure","227","Condition","True","True","True"
"hf-2","hf-2","227","MeasureCode","True","True","True"
"heart failure patients given an evaluation of left ventricular systolic (lvs) function","heart failure patients given an evaluation of left ventricular systolic (lvs) function","227","MeasureName","False","True","True"
"100%","100%","227","Score","True","True","True"
"94 patients","94 patients","227","Sample","True","True","True"
"al_hf-2","al_hf-2","227","Stateavg","False","True","True"
"229","229","228","index","True","True","True"
"10012","10012","228","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","228","HospitalName","False","True","True"
"200 med center drive","200 med center drive","228","Address1","True","True","True"
"empty","empty","228","Address2","True","True","True"
"empty","empty","228","Address3","True","True","True"
"fort payxe","fort payne","228","City","False","False","False"
"ax","al","228","State","False","False","False"
"35968","35968","228","ZipCode","True","True","True"
"de kalb","de kalb","228","CountyName","True","True","True"
"2568453x50","2568453150","228","PhoneNumber","False","False","False"
"acute care hospitals","acute care hospitals","228","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","228","HospitalOwner","True","True","True"
"yes","yes","228","EmergencyService","True","True","True"
"heart failure","heart failure","228","Condition","True","True","True"
"hf-3","hf-3","228","MeasureCode","True","True","True"
"heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)","heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)","228","MeasureName","False","True","True"
"94%","94%","228","Score","True","True","True"
"36 patients","36 patients","228","Sample","True","True","True"
"al_hf-3","al_hf-3","228","Stateavg","False","True","True"
"230","230","229","index","True","True","True"
"10012","10012","229","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","229","HospitalName","False","True","True"
"200 med center drive","200 med center drive","229","Address1","True","True","True"
"empty","empty","229","Address2","True","True","True"
"empty","empty","229","Address3","True","True","True"
"fort payne","fort payne","229","City","False","True","True"
"al","al","229","State","True","True","True"
"35968","35968","229","ZipCode","True","True","True"
"de kalb","de kalb","229","CountyName","True","True","True"
"2568453150","2568453150","229","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","229","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","229","HospitalOwner","True","True","True"
"yes","yes","229","EmergencyService","True","True","True"
"heart faxlure","heart failure","229","Condition","True","False","False"
"hf-4","hf-4","229","MeasureCode","True","True","True"
"heart failure patients given smoking cessation advice/counseling","heart failure patients given smoking cessation advice/counseling","229","MeasureName","False","True","True"
"100%","100%","229","Score","True","True","True"
"15 patients","15 patients","229","Sample","True","True","True"
"al_hf-4","al_hf-4","229","Stateavg","False","True","True"
"231","231","230","index","True","True","True"
"10012","10012","230","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","230","HospitalName","False","True","True"
"200 med center drive","200 med center drive","230","Address1","True","True","True"
"empty","empty","230","Address2","True","True","True"
"empty","empty","230","Address3","True","True","True"
"fort payne","fort payne","230","City","False","True","True"
"al","al","230","State","True","True","True"
"35968","35968","230","ZipCode","True","True","True"
"de kalb","de kalb","230","CountyName","True","True","True"
"2568453150","2568453150","230","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","230","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","230","HospitalOwner","True","True","True"
"yes","yes","230","EmergencyService","True","True","True"
"pneumonia","pneumonia","230","Condition","False","True","True"
"pn-2","pn-2","230","MeasureCode","True","True","True"
"pneumonia patients assessed and given pneumococcal vaccination","pneumonia patients assessed and given pneumococcal vaccination","230","MeasureName","False","True","True"
"97%","97%","230","Score","True","True","True"
"69 patients","69 patients","230","Sample","True","True","True"
"al_pn-2","al_pn-2","230","Stateavg","False","True","True"
"232","232","231","index","True","True","True"
"10012","10012","231","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","231","HospitalName","False","True","True"
"200 med center drive","200 med center drive","231","Address1","True","True","True"
"empty","empty","231","Address2","True","True","True"
"empty","empty","231","Address3","True","True","True"
"fort payne","fort payne","231","City","False","True","True"
"al","al","231","State","True","True","True"
"35968","35968","231","ZipCode","True","True","True"
"de kalb","de kalb","231","CountyName","True","True","True"
"2568453150","2568453150","231","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","231","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","231","HospitalOwner","True","True","True"
"yes","yes","231","EmergencyService","True","True","True"
"pneumonia","pneumonia","231","Condition","False","True","True"
"pn-3b","pn-3b","231","MeasureCode","True","True","True"
"pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics","pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics","231","MeasureName","False","True","True"
"93%","93%","231","Score","True","True","True"
"91 patients","91 patients","231","Sample","True","True","True"
"al_pn-3b","al_pn-3b","231","Stateavg","False","True","True"
"233","233","232","index","True","True","True"
"10012","10012","232","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","232","HospitalName","False","True","True"
"200 med center drive","200 med center drive","232","Address1","True","True","True"
"empty","empty","232","Address2","True","True","True"
"empty","empty","232","Address3","True","True","True"
"fort payne","fort payne","232","City","False","True","True"
"al","al","232","State","True","True","True"
"359x8","35968","232","ZipCode","False","False","False"
"de kalb","de kalb","232","CountyName","True","True","True"
"2568453150","2568453150","232","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","232","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","232","HospitalOwner","True","True","True"
"yes","yes","232","EmergencyService","True","True","True"
"pneumonia","pneumonia","232","Condition","False","True","True"
"pn-4","pn-4","232","MeasureCode","True","True","True"
"pneumonia patients given smoking cessation advice/counseling","pneumonia patients given smoking cessation advice/counseling","232","MeasureName","False","True","True"
"100%","100%","232","Score","True","True","True"
"37 patients","37 patients","232","Sample","True","True","True"
"al_pn-4","al_pn-4","232","Stateavg","False","True","True"
"234","234","233","index","True","True","True"
"10012","10012","233","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","233","HospitalName","False","True","True"
"200 med center drive","200 med center drive","233","Address1","True","True","True"
"empty","empty","233","Address2","True","True","True"
"empty","empty","233","Address3","True","True","True"
"fort payne","fort payne","233","City","False","True","True"
"al","al","233","State","True","True","True"
"35968","35968","233","ZipCode","True","True","True"
"de kalb","de kalb","233","CountyName","True","True","True"
"2568453150","2568453150","233","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","233","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","233","HospitalOwner","True","True","True"
"yes","yes","233","EmergencyService","True","True","True"
"pneumonia","pneumonia","233","Condition","False","True","True"
"pn-5c","pn-5c","233","MeasureCode","True","True","True"
"pneumonia patients given initial antibiotic(s) within 6 hours after arrival","pneumonia patients given initial antibiotic(s) within 6 hours after arrival","233","MeasureName","False","True","True"
"99%","99%","233","Score","True","True","True"
"88 patients","88 patients","233","Sample","True","True","True"
"al_pn-5c","al_pn-5c","233","Stateavg","False","True","True"
"235","235","234","index","True","True","True"
"10012","10012","234","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","234","HospitalName","False","True","True"
"200 med center drive","200 med center drive","234","Address1","True","True","True"
"empty","empty","234","Address2","True","True","True"
"empty","empty","234","Address3","True","True","True"
"fort payne","fort payne","234","City","False","True","True"
"al","al","234","State","True","True","True"
"35968","35968","234","ZipCode","True","True","True"
"de kalb","de kalb","234","CountyName","True","True","True"
"2568453150","2568453150","234","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","234","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","234","HospitalOwner","True","True","True"
"yes","yes","234","EmergencyService","True","True","True"
"pneumonia","pneumonia","234","Condition","False","True","True"
"pn-6","pn-6","234","MeasureCode","True","True","True"
"pneumonia patients given the most appropriate initial antibiotic(s)","pneumonia patients given the most appropriate initial antibiotic(s)","234","MeasureName","False","True","True"
"88%","88%","234","Score","True","True","True"
"82 patientx","82 patients","234","Sample","True","False","False"
"al_pn-6","al_pn-6","234","Stateavg","False","True","True"
"236","236","235","index","True","True","True"
"10012","10012","235","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","235","HospitalName","False","True","True"
"200 med center drive","200 med center drive","235","Address1","True","True","True"
"empty","empty","235","Address2","True","True","True"
"empty","empty","235","Address3","True","True","True"
"fort payne","fort payne","235","City","False","True","True"
"al","al","235","State","True","True","True"
"35968","35968","235","ZipCode","True","True","True"
"de kalb","de kalb","235","CountyName","True","True","True"
"2568453150","2568453150","235","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","235","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","235","HospitalOwner","True","True","True"
"yes","yes","235","EmergencyService","True","True","True"
"pneumonia","pneumonia","235","Condition","False","True","True"
"pn-7","pn-7","235","MeasureCode","True","True","True"
"pneumonia patients assessed and given influenza vaccination","pneumonia patients assessed and given influenza vaccination","235","MeasureName","False","True","True"
"98%","98%","235","Score","True","True","True"
"56 patients","56 patients","235","Sample","True","True","True"
"al_pn-7","al_pn-7","235","Stateavg","False","True","True"
"237","237","236","index","True","True","True"
"10012","10012","236","ProviderNumber","True","True","True"
"dekalb regional medical center","dekalb regional medical center","236","HospitalName","False","True","True"
"200 med center drive","200 med center drive","236","Address1","True","True","True"
"empty","empty","236","Address2","True","True","True"
"empty","empty","236","Address3","True","True","True"
"fort payne","fort payne","236","City","False","True","True"
"al","al","236","State","True","True","True"
"35968","35968","236","ZipCode","True","True","True"
"de kalb","de kalb","236","CountyName","True","True","True"
"2568453150","2568453150","236","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","236","HospitalType","True","True","True"
"voluntary non-profit - church","voluntary non-profit - church","236","HospitalOwner","True","True","True"
