"from","to","id","col","score","result","compare"
"92","92","103","article_jvolumn","True","True","True"
"2","2","103","article_jissue","True","True","True"
"8/1/09","1/9/08","103","article_jcreated_at","False","False","False"
"667-77","667-77","103","article_pagination","True","True","True"
"{""Christos A Venetis"",""Basil C Tarlatzis"",""Konstantinos A Toulis"",""Efstratios M Kolibianakis"",""Dimitrios G Goulis"",""Ioannis Papadimas""}","{""Christos A Venetis"",""Basil C Tarlatzis"",""Konstantinos A Toulis"",""Efstratios M Kolibianakis"",""Dimitrios G Goulis"",""Ioannis Papadimas""}","103","author_list","True","True","True"
"72089","72089","104","id","True","True","True"
"Clinical pharmacokinetics of Icotinib, an anti-cancer drug: evaluation of dose proportionality, food effect, and tolerability in healthy subjects.","Clinical pharmacokinetics of Icotinib, an anti-cancer drug: evaluation of dose proportionality, food effect, and tolerability in healthy subjects.","104","article_title","True","True","True"
"eng","eng","104","article_language","True","True","True"
"Cancer chemotherapy and pharmacology","Cancer chemotherapy and pharmacology","104","journal_title","True","True","True"
"Cancer Chemother. Pharmacol.","Cancer Chemother. Pharmacol.","104","jounral_abbreviation","True","True","True"
"1432-0843","1432-0843","104","journal_issn","True","True","True"
"73","73","104","article_jvolumn","True","True","True"
"4","4","104","article_jissue","True","True","True"
"4/1/14","1/14/04","104","article_jcreated_at","False","False","False"
"721-7","721-7","104","article_pagination","True","True","True"
"{""Fenlai Tan"",""Ji Jiang"",""Don Zhang"",""Dongyang Liu"",""Yingxiang Wang"",""Li Zhang"",""Pei Hu""}","{""Fenlai Tan"",""Ji Jiang"",""Don Zhang"",""Dongyang Liu"",""Yingxiang Wang"",""Li Zhang"",""Pei Hu""}","104","author_list","True","True","True"
"847287","847287","105","id","True","True","True"
"A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type, ethnicity, gender, and age.","A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type, ethnicity, gender, and age.","105","article_title","True","True","True"
"eng","eng","105","article_language","True","True","True"
"Psycho-oncology","Psycho-oncology","105","journal_title","True","True","True"
"Psychooncology","Psychooncology","105","jounral_abbreviation","True","True","True"
"1057-9249","1057-9249","105","journal_issn","True","True","True"
"15","15","105","article_jvolumn","True","True","True"
"3","3","105","article_jissue","True","True","True"
"3/1/06","1/6/03","105","article_jcreated_at","False","False","False"
"248-58","248-58","105","article_pagination","True","True","True"
"{""Sarah McGraw"",""Vida M Petronis"",""Charles S Carver"",""Nancy Avis"",""Kristie Long Foley"",""Deborah F Farmer"",""Roselyn G Smith"",""Kevin Smith""}","{""Sarah McGraw"",""Vida M Petronis"",""Charles S Carver"",""Nancy Avis"",""Kristie Long Foley"",""Deborah F Farmer"",""Roselyn G Smith"",""Kevin Smith""}","105","author_list","True","True","True"
"764224","764224","106","id","True","True","True"
"High intensity interval exercise training in overweight young women","High intensity interval exercise training in overweight young women","106","article_title","True","True","True"
"","","106","article_language","True","True","True"
"","","106","journal_title","True","True","True"
"","","106","jounral_abbreviation","True","True","True"
"","","106","journal_issn","True","True","True"
"52","52","106","article_jvolumn","True","True","True"
"3","3","106","article_jissue","True","True","True"
"1/1/12","1/12/01","106","article_jcreated_at","False","False","False"
"255-62","255-62","106","article_pagination","True","True","True"
"{""Y. Fengying"",""Y. Hainai"",""W. Jianxiong"",""T. Sijie""}","{""Y. Fengying"",""Y. Hainai"",""W. Jianxiong"",""T. Sijie""}","106","author_list","True","True","True"
"591619","591619","107","id","True","True","True"
"Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study","Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study","107","article_title","True","True","True"
"eng","eng","107","article_language","True","True","True"
"","","107","journal_title","True","True","True"
"","","107","jounral_abbreviation","True","True","True"
"","","107","journal_issn","True","True","True"
"39","39","107","article_jvolumn","True","True","True"
"2","2","107","article_jissue","True","True","True"
"1/1/12","1/12/01","107","article_jcreated_at","False","False","False"
"135-41","135-41","107","article_pagination","True","True","True"
"{""A. D. Hay"",""A. Lovering"",""C. Costelloe"",""A. Montgomery"",""D. Lewis"",""C. McNulty""}","{""A. D. Hay"",""A. Lovering"",""C. Costelloe"",""A. Montgomery"",""D. Lewis"",""C. McNulty""}","107","author_list","True","True","True"
"125072","125072","108","id","True","True","True"
"Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.","Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.","108","article_title","True","True","True"
"eng","eng","108","article_language","True","True","True"
"Current opinion in pharmacology","Current opinion in pharmacology","108","journal_title","True","True","True"
"Curr Opin Pharmacol","Curr Opin Pharmacol","108","jounral_abbreviation","True","True","True"
"1471-4892","1471-4892","108","journal_issn","True","True","True"
"3","3","108","article_jvolumn","True","True","True"
"2","2","108","article_jissue","True","True","True"
"4/1/03","1/3/04","108","article_jcreated_at","False","False","False"
"146-51","146-51","108","article_pagination","True","True","True"
"{""Noritoshi Nagaya"",""Kenji Kangawa""}","{""Noritoshi Nagaya"",""Kenji Kangawa""}","108","author_list","True","True","True"
"255432","255432","109","id","True","True","True"
"Pool fencing for preventing drowning in children.","Pool fencing for preventing drowning in children.","109","article_title","True","True","True"
"eng","eng","109","article_language","True","True","True"
"The Cochrane Database Of Systematic Reviews","The Cochrane Database Of Systematic Reviews","109","journal_title","True","True","True"
"Cochrane Database Syst Rev","Cochrane Database Syst Rev","109","jounral_abbreviation","True","True","True"
"1469-493X","1469-493X","109","journal_issn","True","True","True"
"","-1","109","article_jvolumn","False","False","False"
"2","2","109","article_jissue","True","True","True"
"1/1/00","1/1/00","109","article_jcreated_at","False","True","True"
"CD001047","CD001047","109","article_pagination","True","True","True"
"{""D C Thompson"",""F P Rivara""}","{""D C Thompson"",""F P Rivara""}","109","author_list","True","True","True"
"689284","689284","110","id","True","True","True"
"Intrinsically de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune responses.","Intrinsically de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune responses.","110","article_title","True","True","True"
"eng","eng","110","article_language","True","True","True"
"Cancer immunology, immunotherapy : CII","Cancer immunology, immunotherapy : CII","110","journal_title","True","True","True"
"Cancer Immunol. Immunother.","Cancer Immunol. Immunother.","110","jounral_abbreviation","True","True","True"
"1432-0851","1432-0851","110","journal_issn","True","True","True"
"63","63","110","article_jvolumn","True","True","True"
"9","9","110","article_jissue","True","True","True"
"9/1/14","1/14/09","110","article_jcreated_at","False","False","False"
"911-24","911-24","110","article_pagination","True","True","True"
"{""HongQiang Wang"",""Dwain K Irvin"",""Ashley Gragg"",""Xiao-xue Zhang"",""Christopher J Wheeler"",""Keith L Black"",""Lucia Veiga"",""Ryan Cordner"",""Mandana Zandian"",""Akanksha Panwar"",""Emmanuel Jouanneau"",""Yuying Zhai"",""Shyam Goverdhana"",""Armen Mardiros""}","{""HongQiang Wang"",""Dwain K Irvin"",""Ashley Gragg"",""Xiao-xue Zhang"",""Christopher J Wheeler"",""Keith L Black"",""Lucia Veiga"",""Ryan Cordner"",""Mandana Zandian"",""Akanksha Panwar"",""Emmanuel Jouanneau"",""Yuying Zhai"",""Shyam Goverdhana"",""Armen Mardiros""}","110","author_list","True","True","True"
"781141","781141","111","id","True","True","True"
"Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study","Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study","111","article_title","True","True","True"
"English","English","111","article_language","True","True","True"
"BMJ Open","BMJ Open","111","journal_title","True","True","True"
"","","111","jounral_abbreviation","True","True","True"
"2044-6055","2044-6055","111","journal_issn","True","True","True"
"3","3","111","article_jvolumn","True","True","True"
"10","10","111","article_jissue","True","True","True"
"1/1/13","1/13/01","111","article_jcreated_at","False","False","False"
"","","111","article_pagination","True","True","True"
"{""T. L. Davies"",""B. Bovill"",""S. Johnston"",""M. T. May"",""M. Gompels""}","{""T. L. Davies"",""B. Bovill"",""S. Johnston"",""M. T. May"",""M. Gompels""}","111","author_list","True","True","True"
"148787","148787","112","id","True","True","True"
"Cardiac atrophy in women following bed rest","Cardiac atrophy in women following bed rest","112","article_title","True","True","True"
"eng","eng","112","article_language","True","True","True"
"","","112","journal_title","True","True","True"
"","","112","jounral_abbreviation","True","True","True"
"","","112","journal_issn","True","True","True"
"103","103","112","article_jvolumn","True","True","True"
"0","0","112","article_jissue","True","True","True"
"1/1/07","1/7/01","112","article_jcreated_at","False","False","False"
"8-16 ST  - Cardiac atrophy in women following bed rest-","8-16 ST  - Cardiac atrophy in women following bed rest-","112","article_pagination","True","True","True"
"{""J. L. Hastings"",""G. Biolo"",""B. D. Levine"",""T. Tillery"",""R. M. Peshock"",""T. A. Dorfman"",""B. R. Macias"",""A. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 Hargens"",""S. M. Schneider""}","{""J. L. Hastings"",""G. Biolo"",""B. D. Levine"",""T. Tillery"",""R. M. Peshock"",""T. A. Dorfman"",""B. R. Macias"",""A. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 Hargens"",""S. M. Schneider""}","112","author_list","True","True","True"
"779281","779281","113","id","True","True","True"
"Patent abstractsnull","Patent abstractsnull","113","article_title","True","True","True"
"","","113","article_language","True","True","True"
"Industrial Robot: An International Journal","Industrial Robot: An International Journal","113","journal_title","True","True","True"
"","","113","jounral_abbreviation","True","True","True"
"0143-991X","0143-991X","113","journal_issn","True","True","True"
"38","38","113","article_jvolumn","True","True","True"
"4","4","113","article_jissue","True","True","True"
"1/1/11","1/11/01","113","article_jcreated_at","False","False","False"
"","","113","article_pagination","True","True","True"
"{NULL}","{NULL}","113","author_list","True","True","True"
"684757","684757","114","id","True","True","True"
"The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patients with rheumatoid arthritis.","The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patients with rheumatoid arthritis.","114","article_title","True","True","True"
"eng","eng","114","article_language","True","True","True"
"The Journal Of Rheumatology","The Journal Of Rheumatology","114","journal_title","True","True","True"
"J Rheumatol","J Rheumatol","114","jounral_abbreviation","True","True","True"
"0315-162X","0315-162X","114","journal_issn","True","True","True"
"28","28","114","article_jvolumn","True","True","True"
"4","4","114","article_jissue","True","True","True"
"4/1/01","1/1/04","114","article_jcreated_at","False","False","False"
"745-50","745-50","114","article_pagination","True","True","True"
"{""A H Zwinderman"",""M Munneke"",""G J Tijhuis"",""Z de Jong"",""J M Hazes"",""T P Vliet Vlieland""}","{""A H Zwinderman"",""M Munneke"",""G J Tijhuis"",""Z de Jong"",""J M Hazes"",""T P Vliet Vlieland""}","114","author_list","True","True","True"
"447382","447382","115","id","True","True","True"
"Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.","Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.","115","article_title","True","True","True"
"","","115","article_language","True","True","True"
"","","115","journal_title","True","True","True"
"","","115","jounral_abbreviation","True","True","True"
"","","115","journal_issn","True","True","True"
"0","0","115","article_jvolumn","True","True","True"
"0","0","115","article_jissue","True","True","True"
"","","115","article_jcreated_at","True","True","True"
"","","115","article_pagination","True","True","True"
"{NULL}","{NULL}","115","author_list","True","True","True"
"585766","585766","116","id","True","True","True"
"Thermoregulatory response of women to intermittent work in the heat","Thermoregulatory response of women to intermittent work in the heat","116","article_title","True","True","True"
"","","116","article_language","True","True","True"
"Journal of applied physiology","Journal of applied physiology","116","journal_title","True","True","True"
"J Appl Physiol","J Appl Physiol","116","jounral_abbreviation","True","True","True"
"0021-8987","0021-8987","116","journal_issn","True","True","True"
"41","41","116","article_jvolumn","True","True","True"
"1","1","116","article_jissue","True","True","True"
"1/1/76","1/1/76","116","article_jcreated_at","False","True","True"
"57-61","57-61","116","article_pagination","True","True","True"
"{""B. L. Drinkwater"",""J. E. Denton"",""S. M. Horvath"",""P. B. Raven""}","{""B. L. Drinkwater"",""J. E. Denton"",""S. M. Horvath"",""P. B. Raven""}","116","author_list","True","True","True"
"185291","185291","117","id","True","True","True"
"Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes","Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes","117","article_title","True","True","True"
"","","117","article_language","True","True","True"
"","","117","journal_title","True","True","True"
"","","117","jounral_abbreviation","True","True","True"
"","","117","journal_issn","True","True","True"
"13","13","117","article_jvolumn","True","True","True"
"0","0","117","article_jissue","True","True","True"
"1/1/10","1/10/01","117","article_jcreated_at","False","False","False"
"305-310","305-310","117","article_pagination","True","True","True"
"{""Denys T. Lau"",""Brass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller Bostick"",""Celia Berdes"",""Jonathan Masin-Peters"",""Megan Ong""}","{""Denys T. Lau"",""Brass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller Bostick"",""Celia Berdes"",""Jonathan Masin-Peters"",""Megan Ong""}","117","author_list","True","True","True"
"886237","886237","118","id","True","True","True"
"Effet d'une intervention non m̩dicamenteuse, Voix d'Or�, sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparent̩e. [Effect of a non-pharmacological intervention, Voix d'Or�, on behavior disturbances in Alzheimer disease and associated disorders.]","Effet d'une intervention non mdicamenteuse, Voix d'Or, sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparente. [Effect of a non-pharmacological intervention, Voix d'Or, on behavior disturbances in Alzheimer disease and associated disorders.]","118","article_title","True","False","False"
"","","118","article_language","True","True","True"
"G̩riatrie et Psychologie Neuropsychiatrie du Vieillissement","Griatrie et Psychologie Neuropsychiatrie du Vieillissement","118","journal_title","True","False","False"
"","","118","jounral_abbreviation","True","True","True"
"2115-7863(Electronic);2115-8789(Print)","2115-7863(Electronic);2115-8789(Print)","118","journal_issn","True","True","True"
"11","11","118","article_jvolumn","True","True","True"
"3","3","118","article_jissue","True","True","True"
"","","118","article_jcreated_at","True","True","True"
"323-330","323-330","118","article_pagination","True","True","True"
"{""G̩raldine Martin-Gaujard"",""Floriane Delphin-Combe"",""Isabelle Rouch"",""Solveig Relland"",""Pierre Krolak-Salmon""}","{""Graldine Martin-Gaujard"",""Floriane Delphin-Combe"",""Isabelle Rouch"",""Solveig Relland"",""Pierre Krolak-Salmon""}","118","author_list","True","False","False"
"954493","954493","119","id","True","True","True"
"The Hierarchical Organization of Intellectual Structures","The Hierarchical Organization of Intellectual Structures","119","article_title","True","True","True"
"English","English","119","article_language","True","True","True"
"","","119","journal_title","True","True","True"
"","","119","jounral_abbreviation","True","True","True"
"","","119","journal_issn","True","True","True"
"0","0","119","article_jvolumn","True","True","True"
"0","0","119","article_jissue","True","True","True"
"1/1/66","1/1/66","119","article_jcreated_at","False","True","True"
"13","13","119","article_pagination","True","True","True"
"{""Sheldon H. White""}","{""Sheldon H. White""}","119","author_list","True","True","True"
"922646","922646","120","id","True","True","True"
"Desflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.","Desflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.","120","article_title","True","True","True"
"eng","eng","120","article_language","True","True","True"
"Anesthesiology (Hagerstown)","Anesthesiology (Hagerstown)","120","journal_title","True","True","True"
"","","120","jounral_abbreviation","True","True","True"
"Mar-22","22-Mar","120","journal_issn","False","False","False"
"85","85","120","article_jvolumn","True","True","True"
"5","5","120","article_jissue","True","True","True"
"11/1/96","11/1/96","120","article_jcreated_at","False","True","True"
"999-1004","999-1004","120","article_pagination","True","True","True"
"{""P Talke"",""J Caldwell"",""B Dodsont"",""C A Richardson""}","{""P Talke"",""J Caldwell"",""B Dodsont"",""C A Richardson""}","120","author_list","True","True","True"
"843485","843485","121","id","True","True","True"
"Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.","Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.","121","article_title","True","True","True"
"eng","eng","121","article_language","True","True","True"
"Transactions of the Royal Society of Tropical Medicine and Hygiene","Transactions of the Royal Society of Tropical Medicine and Hygiene","121","journal_title","True","True","True"
"Trans. R. Soc. Trop. Med. Hyg.","Trans. R. Soc. Trop. Med. Hyg.","121","jounral_abbreviation","True","True","True"
"1878-3503","1878-3503","121","journal_issn","True","True","True"
"106","106","121","article_jvolumn","True","True","True"
"2","2","121","article_jissue","True","True","True"
"2/1/12","1/12/02","121","article_jcreated_at","False","False","False"
"110-6","110-6","121","article_pagination","True","True","True"
"{""Peter J Winch"",""Mickey Chopra"",""Cynthia S Minkovitz"",""Debra Jackson"",""Alyssa B Sharkey""}","{""Peter J Winch"",""Mickey Chopra"",""Cynthia S Minkovitz"",""Debra Jackson"",""Alyssa B Sharkey""}","121","author_list","True","True","True"
"668845","668845","122","id","True","True","True"
"Impact of education and provision of complementary feeding on growth and morbidity in children less than 2 years of age in developing countries: a systematic review.","Impact of education and provision of complementary feeding on growth and morbidity in children less than 2 years of age in developing countries: a systematic review.","122","article_title","True","True","True"
"eng","eng","122","article_language","True","True","True"
"BMC public Health","BMC public Health","122","journal_title","True","True","True"
"","","122","jounral_abbreviation","True","True","True"
"1471-2458","1471-2458","122","journal_issn","True","True","True"
"13","13","122","article_jvolumn","True","True","True"
"","-1","122","article_jissue","False","False","False"
"1/1/13","1/13/01","122","article_jcreated_at","False","False","False"
"S13","S13","122","article_pagination","True","True","True"
"{""Jai K Das"",""Zohra S Lassi"",""Zulfiqar A Bhutta"",""Guleshehwar Zahid"",""Aamer Imdad""}","{""Jai K Das"",""Zohra S Lassi"",""Zulfiqar A Bhutta"",""Guleshehwar Zahid"",""Aamer Imdad""}","122","author_list","True","True","True"
"863844","863844","123","id","True","True","True"
"Sustained complete remission of a limited-stage blastic plasmacytoid dendritic cell neoplasm followed by a simultaneous combination of low-dose DeVIC therapy and radiation therapy: a case report and review of the literature.","Sustained complete remission of a limited-stage blastic plasmacytoid dendritic cell neoplasm followed by a simultaneous combination of low-dose DeVIC therapy and radiation therapy: a case report and review of the literature.","123","article_title","True","True","True"
"eng","eng","123","article_language","True","True","True"
"International journal of clinical and experimental pathology","International journal of clinical and experimental pathology","123","journal_title","True","True","True"
"Int J Clin Exp Pathol","Int J Clin Exp Pathol","123","jounral_abbreviation","True","True","True"
"1936-2625","1936-2625","123","journal_issn","True","True","True"
"6","6","123","article_jvolumn","True","True","True"
"11","11","123","article_jissue","True","True","True"
"1/1/13","1/13/01","123","article_jcreated_at","False","False","False"
"2603-8","3-Aug","123","article_pagination","True","False","False"
"{""Yasunori Ota"",""Masaaki Noguchi"",""Kei-Ji Sugimoto"",""Hiroshi Izumi"",""Norio Komatsu"",""Nanae Yamaguchi"",""Hidenori Imai"",""Asami Shimada"",""Yasunobu Sekiguchi"",""Mutsumi Wakabayashi""}","{""Yasunori Ota"",""Masaaki Noguchi"",""Kei-Ji Sugimoto"",""Hiroshi Izumi"",""Norio Komatsu"",""Nanae Yamaguchi"",""Hidenori Imai"",""Asami Shimada"",""Yasunobu Sekiguchi"",""Mutsumi Wakabayashi""}","123","author_list","True","True","True"
"946006","946006","124","id","True","True","True"
"Primary vaginal cancer and chemoradiotherapy: a patterns-of-care analysis","Primary vaginal cancer and chemoradiotherapy: a patterns-of-care analysis","124","article_title","True","True","True"
"eng","eng","124","article_language","True","True","True"
"Int J Gynecol Cancer","Int J Gynecol Cancer","124","journal_title","True","True","True"
"International journal of gynecological cancer : official journal of the International Gynecological Cancer Society","International journal of gynecological cancer : official journal of the International Gynecological Cancer Society","124","jounral_abbreviation","True","True","True"
"1048-891X (Print)     1048-891x","1048-891X (Print)     1048-891x","124","journal_issn","True","True","True"
"21","21","124","article_jvolumn","True","True","True"
"2","2","124","article_jissue","True","True","True"
"1/1/11","1/11/01","124","article_jcreated_at","False","False","False"
"378-84","378-84","124","article_pagination","True","True","True"
"{""A. J. Ghia"",""V. J. Gonzalez"",""J. D. Tward"",""A. M. Stroup"",""D. K. Gaffney"",""L. Pappas""}","{""A. J. Ghia"",""V. J. Gonzalez"",""J. D. Tward"",""A. M. Stroup"",""D. K. Gaffney"",""L. Pappas""}","124","author_list","True","True","True"
"36429","36429","125","id","True","True","True"
"[Neurological dysfunction induced by bilirrubin].","[Neurological dysfunction induced by bilirrubin].","125","article_title","True","True","True"
"spa","spa","125","article_language","True","True","True"
"Neurologia (Barcelona, Spain)","Neurologia (Barcelona, Spain)","125","journal_title","True","True","True"
"Neurologia","Neurologia","125","jounral_abbreviation","True","True","True"
"1578-1968","1578-1968","125","journal_issn","True","True","True"
"27","27","125","article_jvolumn","True","True","True"
"4","4","125","article_jissue","True","True","True"
"5/1/12","1/12/05","125","article_jcreated_at","False","False","False"
"202-11","202-11","125","article_pagination","True","True","True"
"{""V Cus�_"",""H Galvez"",""M Iriondo"",""J Campistol"",""I M��laga"",""A Garc�_a Cazorla""}","{""V Cus_"",""H Galvez"",""M Iriondo"",""J Campistol"",""I Mlaga"",""A Garc_a Cazorla""}","125","author_list","True","False","False"
"259367","259367","126","id","True","True","True"
"A comparison of recovery characteristics of sevoflurane and propofol-remifentanil anesthesia in geriatric patients","A comparison of recovery characteristics of sevoflurane and propofol-remifentanil anesthesia in geriatric patients","126","article_title","True","True","True"
"","","126","article_language","True","True","True"
"","","126","journal_title","True","True","True"
"","","126","jounral_abbreviation","True","True","True"
"","","126","journal_issn","True","True","True"
"14","14","126","article_jvolumn","True","True","True"
"0","0","126","article_jissue","True","True","True"
"1/1/11","1/11/01","126","article_jcreated_at","False","False","False"
"208-213","208-213","126","article_pagination","True","True","True"
"{""A. Erol"",""J. B. Celik"",""I. Kara"",""A. Topal"",""S. Guven""}","{""A. Erol"",""J. B. Celik"",""I. Kara"",""A. Topal"",""S. Guven""}","126","author_list","True","True","True"
"977276","977276","127","id","True","True","True"
"Data mining usage in health care management: literature survey and decision tree application","Data mining usage in health care management: literature survey and decision tree application","127","article_title","True","True","True"
"","","127","article_language","True","True","True"
"Medicinski Glasnik","Medicinski Glasnik","127","journal_title","True","True","True"
"","","127","jounral_abbreviation","True","True","True"
"1840-0132 1840-2445 (electronic)","1840-0132 1840-2445 (electronic)","127","journal_issn","True","True","True"
"5","5","127","article_jvolumn","True","True","True"
"1","1","127","article_jissue","True","True","True"
"1/1/08","1/8/01","127","article_jcreated_at","False","False","False"
"57-64","57-64","127","article_pagination","True","True","True"
"{""M. P. Bach"",""D. Cosic""}","{""M. P. Bach"",""D. Cosic""}","127","author_list","True","True","True"
"369578","369578","128","id","True","True","True"
"Predicting infection in localized intraabdominal fluid collections: value of pH and pO2 measurements.","Predicting infection in localized intraabdominal fluid collections: value of pH and pO2 measurements.","128","article_title","True","True","True"
"eng","eng","128","article_language","True","True","True"
"Scientific Session and Scientiftc Poster Abstracts","Scientific Session and Scientiftc Poster Abstracts","128","journal_title","True","True","True"
"","","128","jounral_abbreviation","True","True","True"
"1051-0443","1051-0443","128","journal_issn","True","True","True"
"10","10","128","article_jvolumn","True","True","True"
"4","4","128","article_jissue","True","True","True"
"4/1/99","4/1/99","128","article_jcreated_at","False","True","True"
"421-7","421-7","128","article_pagination","True","True","True"
"{""D J Sadler"",""R R Gray"",""B D Schouten"",""J M Bohnen"",""J K Wong"",""R Mustard"",""G Doyle"",""R A Pugash"",""J Sanabria""}","{""D J Sadler"",""R R Gray"",""B D Schouten"",""J M Bohnen"",""J K Wong"",""R Mustard"",""G Doyle"",""R A Pugash"",""J Sanabria""}","128","author_list","True","True","True"
"772616","772616","129","id","True","True","True"
"Antivitamin K drugs in stroke prevention","Antivitamin K drugs in stroke prevention","129","article_title","True","True","True"
"","","129","article_language","True","True","True"
"Curr. Vasc. Pharmacol.","Curr. Vasc. Pharmacol.","129","journal_title","True","True","True"
"","","129","jounral_abbreviation","True","True","True"
"-7518","-7518","129","journal_issn","True","True","True"
"11","11","129","article_jvolumn","True","True","True"
"6","6","129","article_jissue","True","True","True"
"","","129","article_jcreated_at","True","True","True"
"817-823","817-823","129","article_pagination","True","True","True"
"{""di Raimondo D."",""Pinto A."",""Lucifora B."",""Tuttolomondo A."",""Licata G."",""Butt�� C.""}","{""di Raimondo D."",""Pinto A."",""Lucifora B."",""Tuttolomondo A."",""Licata G."",""Butt_ C.""}","129","author_list","True","False","False"
"334681","334681","130","id","True","True","True"
"Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources","Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources","130","article_title","True","True","True"
"","","130","article_language","True","True","True"
"Journal of the American Geriatrics Society","Journal of the American Geriatrics Society","130","journal_title","True","True","True"
"J.Am.Geriatr.Soc.","J.Am.Geriatr.Soc.","130","jounral_abbreviation","True","True","True"
"Feb-14","14-Feb","130","journal_issn","False","False","False"
"61","61","130","article_jvolumn","True","True","True"
"7","7","130","article_jissue","True","True","True"
"1/1/13","1/13/01","130","article_jcreated_at","False","False","False"
"1182-7","1182-7","130","article_pagination","True","True","True"
"{""Jamehl L. Demons"",""Jeff D. Williamson"",""Kathryn E. Callahan"",""James Lovato"",""Janice S. Lawlor"",""Hal H. Atkinson"",""Ann Lambros"",""Franklin S. Watkins"",""Kaycee M. Sink"",""Brooke R. Davis"",""Mary F. Lyles""}","{""Jamehl L. Demons"",""Jeff D. Williamson"",""Kathryn E. Callahan"",""James Lovato"",""Janice S. Lawlor"",""Hal H. Atkinson"",""Ann Lambros"",""Franklin S. Watkins"",""Kaycee M. Sink"",""Brooke R. Davis"",""Mary F. Lyles""}","130","author_list","True","True","True"
"757463","757463","131","id","True","True","True"
"Low prevalence and increased household clustering of Mycobacterium tuberculosis infection in high altitude villages in Peru.","Low prevalence and increased household clustering of Mycobacterium tuberculosis infection in high altitude villages in Peru.","131","article_title","True","True","True"
"eng","eng","131","article_language","True","True","True"
"Am. J. Trop. Med. Hyg.","Am. J. Trop. Med. Hyg.","131","journal_title","True","True","True"
"","","131","jounral_abbreviation","True","True","True"
"Feb-37","Feb-37","131","journal_issn","False","True","True"
"68","68","131","article_jvolumn","True","True","True"
"6","6","131","article_jissue","True","True","True"
"6/1/03","1/3/06","131","article_jcreated_at","False","False","False"
"721-7","721-7","131","article_pagination","True","True","True"
"{""Mayuko Saito"",""Susan Olender"",""Robert H Gilman"",""Christian T Bautista"",""Evelyn J Hsieh"",""Luz Caviedes"",""Kari Gillenwater"",""Jane Apgar"",""Pedro Moro"",""Andres G Lescano""}","{""Mayuko Saito"",""Susan Olender"",""Robert H Gilman"",""Christian T Bautista"",""Evelyn J Hsieh"",""Luz Caviedes"",""Kari Gillenwater"",""Jane Apgar"",""Pedro Moro"",""Andres G Lescano""}","131","author_list","True","True","True"
"465176","465176","132","id","True","True","True"
"A literature review on chronic pain: the daily overcoming of a complex problem.","A literature review on chronic pain: the daily overcoming of a complex problem.","132","article_title","True","True","True"
"","","132","article_language","True","True","True"
"","","132","journal_title","True","True","True"
"","","132","jounral_abbreviation","True","True","True"
"","","132","journal_issn","True","True","True"
"0","0","132","article_jvolumn","True","True","True"
"0","0","132","article_jissue","True","True","True"
"","","132","article_jcreated_at","True","True","True"
"","","132","article_pagination","True","True","True"
"{NULL}","{NULL}","132","author_list","True","True","True"
"368072","368072","133","id","True","True","True"
" Mobilisation with movement and exercise, corticosteroid injection, or wait and see for tennis elbow"," Mobilisation with movement and exercise, corticosteroid injection, or wait and see for tennis elbow","133","article_title","True","True","True"
"","","133","article_language","True","True","True"
