"from","to","id","col","score","result","compare"
"12:35 p.m.","12:35 p.m.","571","act_dep_time","False","True","True"
"3:19 p.m.","3:19 p.m.","571","sched_arr_time","True","True","True"
"3:21 p.m.","3:21 p.m.","571","act_arr_time","False","True","True"
"573","573","572","tuple_id","True","True","True"
"flightstats","flightstats","572","src","True","True","True"
"UA-2945-PHL-CLT","UA-2945-PHL-CLT","572","flight","True","True","True"
"12:00 p.m.","12:00 a.m.","572","sched_dep_time","True","False","False"
"11:51 a.m.","3:11 a.m.","572","act_dep_time","False","False","False"
"1:45 p.m.","1:45 p.m.","572","sched_arr_time","True","True","True"
"1:15 p.m.","1:15 p.m.","572","act_arr_time","False","True","True"
"574","574","573","tuple_id","True","True","True"
"flightstats","flightstats","573","src","True","True","True"
"CO-47-IAH-LAX","CO-47-IAH-LAX","573","flight","True","True","True"
"7:10 p.m.","7:10 p.m.","573","sched_dep_time","True","True","True"
"8:25 p.m.","8:25 p.m.","573","act_dep_time","True","True","True"
"8:56 p.m.","8:56 p.m.","573","sched_arr_time","False","True","True"
"9:52 p.m. (Estimated)","9:52 p.m.","573","act_arr_time","False","False","False"
"575","575","574","tuple_id","True","True","True"
"flightstats","flightstats","574","src","True","True","True"
"AA-271-MIA-LAX","AA-271-MIA-LAX","574","flight","True","True","True"
"11:35 a.m.","11:35 a.m.","574","sched_dep_time","True","True","True"
"11:52 a.m.","11:52 a.m.","574","act_dep_time","False","True","True"
"2:25 p.m.","2:25 p.m.","574","sched_arr_time","True","True","True"
"2:27 p.m.","2:27 p.m.","574","act_arr_time","False","True","True"
"576","576","575","tuple_id","True","True","True"
"flightstats","flightstats","575","src","True","True","True"
"AA-2050-ORD-MIA","AA-2050-ORD-MIA","575","flight","True","True","True"
"10:40 a.m.","10:40 a.m.","575","sched_dep_time","True","True","True"
"11:05 a.m.","11:05 a.m.","575","act_dep_time","False","True","True"
"2:45 p.m.","2:45 p.m.","575","sched_arr_time","True","True","True"
"2:46 p.m.","2:46 p.m.","575","act_arr_time","True","True","True"
"577","577","576","tuple_id","True","True","True"
"flightstats","flightstats","576","src","True","True","True"
"UA-248-PHX-ORD","UA-248-PHX-ORD","576","flight","True","True","True"
"12:57 p.m.","12:57 p.m.","576","sched_dep_time","True","True","True"
"1:32 p.m.","1:32 p.m.","576","act_dep_time","False","True","True"
"5:15 p.m.","5:15 p.m.","576","sched_arr_time","True","True","True"
"5:34 p.m.","5:34 p.m.","576","act_arr_time","True","True","True"
"578","578","577","tuple_id","True","True","True"
"flightstats","flightstats","577","src","True","True","True"
"AA-4330-CVG-ORD","AA-4330-CVG-ORD","577","flight","True","True","True"
"3:35 p.m.","3:35 p.m.","577","sched_dep_time","True","True","True"
"3:36 p.m.","3:36 p.m.","577","act_dep_time","True","True","True"
"4:00 p.m.","4:00 p.m.","577","sched_arr_time","True","True","True"
"3:33 p.m.","3:33 p.m.","577","act_arr_time","False","True","True"
"579","579","578","tuple_id","True","True","True"
"flightstats","flightstats","578","src","True","True","True"
"AA-1434-DFW-MCO","AA-1434-DFW-MCO","578","flight","True","True","True"
"7:15 a.m.","7:15 a.m.","578","sched_dep_time","True","True","True"
"7:21 a.m.","7:21 a.m.","578","act_dep_time","True","True","True"
"10:35 a.m.","10:35 a.m.","578","sched_arr_time","True","True","True"
"10:36 a.m.","10:36 a.m.","578","act_arr_time","True","True","True"
"580","580","579","tuple_id","True","True","True"
"flightstats","flightstats","579","src","True","True","True"
"CO-1561-PHX-IAH","CO-1561-PHX-IAH","579","flight","True","True","True"
"8:05 a.m.","8:05 a.m.","579","sched_dep_time","True","True","True"
"8:00 a.m.","8:00 a.m.","579","act_dep_time","False","True","True"
"11:35 a.m.","11:35 a.m.","579","sched_arr_time","True","True","True"
"11:32 a.m.","11:32 a.m.","579","act_arr_time","False","True","True"
"581","581","580","tuple_id","True","True","True"
"flightstats","flightstats","580","src","True","True","True"
"AA-4307-ORD-DTW","AA-4307-ORD-DTW","580","flight","True","True","True"
"6:45 p.m.","6:45 p.m.","580","sched_dep_time","True","True","True"
"6:55 p.m.","6:55 p.m.","580","act_dep_time","True","True","True"
"9:10 p.m.","9:10 p.m.","580","sched_arr_time","True","True","True"
"8:53 p.m.","8:53 p.m.","580","act_arr_time","False","True","True"
"582","582","581","tuple_id","True","True","True"
"flightstats","flightstats","581","src","True","True","True"
"AA-3-JFK-LAX","AA-3-JFK-LAX","581","flight","True","True","True"
"12:00 p.m.","12:00 p.m.","581","sched_dep_time","True","True","True"
"12:11 p.m.","12:11 p.m.","581","act_dep_time","False","True","True"
"3:15 p.m.","3:15 p.m.","581","sched_arr_time","True","True","True"
"3:16 p.m.","3:16 p.m.","581","act_arr_time","True","True","True"
"583","583","582","tuple_id","True","True","True"
"flightstats","flightstats","582","src","True","True","True"
"CO-1694-LAX-IAH","CO-1694-LAX-IAH","582","flight","True","True","True"
"7:15 p.m.","7:15 p.m.","582","sched_dep_time","True","True","True"
"7:15 p.m. (Estimated)","7:15 p.m.","582","act_dep_time","False","False","False"
"12:21 a.m.","12:21 a.m.","582","sched_arr_time","False","True","True"
"12:21 a.m. (Estimated)","12:21 a.m.","582","act_arr_time","False","False","False"
"584","584","583","tuple_id","True","True","True"
"flightstats","flightstats","583","src","True","True","True"
"UA-843-LAX-ORD","UA-843-LAX-ORD","583","flight","True","True","True"
"1:55 p.m.","1:55 p.m.","583","sched_dep_time","True","True","True"
"2:10 p.m.","2:10 p.m.","583","act_dep_time","False","True","True"
"7:53 p.m.","7:53 p.m.","583","sched_arr_time","True","True","True"
"7:58 p.m.","7:58 p.m.","583","act_arr_time","False","True","True"
"585","585","584","tuple_id","True","True","True"
"flightstats","flightstats","584","src","True","True","True"
"CO-1193-EWR-MCO","CO-1193-EWR-MCO","584","flight","True","True","True"
"9:15 a.m.","9:15 a.m.","584","sched_dep_time","True","True","True"
"9:14 a.m.","9:14 a.m.","584","act_dep_time","False","True","True"
"12:18 p.m.","12:18 p.m.","584","sched_arr_time","True","True","True"
"12:09 p.m.","12:09 p.m.","584","act_arr_time","False","True","True"
"586","586","585","tuple_id","True","True","True"
"flightstats","flightstats","585","src","True","True","True"
"AA-3842-MSP-ORD","AA-3842-MSP-ORD","585","flight","True","True","True"
"6:00 a.m.","6:00 a.m.","585","sched_dep_time","True","True","True"
"6:56 a.m.","6:56 a.m.","585","act_dep_time","True","True","True"
"7:30 a.m.","7:30 a.m.","585","sched_arr_time","True","True","True"
"7:51 a.m.","7:51 a.m.","585","act_arr_time","True","True","True"
"587","587","586","tuple_id","True","True","True"
"flightstats","flightstats","586","src","True","True","True"
"AA-643-MIA-ORD","AA-643-MIA-ORD","586","flight","True","True","True"
"7:10 a.m.","7:10 a.m.","586","sched_dep_time","True","True","True"
"7:30 a.m.","7:30 a.m.","586","act_dep_time","True","True","True"
"9:35 a.m.","9:35 a.m.","586","sched_arr_time","True","True","True"
"9:31 a.m.","9:31 a.m.","586","act_arr_time","True","True","True"
"588","588","587","tuple_id","True","True","True"
"flightstats","flightstats","587","src","True","True","True"
"AA-1007-MIA-PHX","AA-1007-MIA-PHX","587","flight","True","True","True"
"4:55 p.m.","4:55 p.m.","587","sched_dep_time","True","True","True"
"5:08 p.m.","5:08 p.m.","587","act_dep_time","False","True","True"
"8:05 p.m.","8:05 p.m.","587","sched_arr_time","True","True","True"
"7:55 p.m.","7:55 p.m.","587","act_arr_time","False","True","True"
"589","589","588","tuple_id","True","True","True"
"flightstats","flightstats","588","src","True","True","True"
"AA-2525-DFW-MIA","AA-2525-DFW-MIA","588","flight","True","True","True"
"7:25 a.m.","7:25 a.m.","588","sched_dep_time","True","True","True"
"7:39 a.m.","7:39 a.m.","588","act_dep_time","True","True","True"
"11:10 a.m.","11:10 a.m.","588","sched_arr_time","True","True","True"
"11:06 a.m.","11:06 a.m.","588","act_arr_time","True","True","True"
"590","590","589","tuple_id","True","True","True"
"flightstats","flightstats","589","src","True","True","True"
"UA-2906-PHL-MCO","UA-2906-PHL-MCO","589","flight","True","True","True"
"3:50 p.m.","3:50 p.m.","589","sched_dep_time","True","True","True"
"4:28 p.m.","4:28 p.m.","589","act_dep_time","True","True","True"
"6:23 p.m.","6:23 p.m.","589","sched_arr_time","True","True","True"
"6:38 p.m.","6:38 p.m.","589","act_arr_time","False","True","True"
"591","591","590","tuple_id","True","True","True"
"flightstats","flightstats","590","src","True","True","True"
"UA-938-DEN-ORD","UA-938-DEN-ORD","590","flight","True","True","True"
"4:16 p.m.","4:16 p.m.","590","sched_dep_time","True","True","True"
"4:15 p.m.","4:15 p.m.","590","act_dep_time","True","True","True"
"7:35 p.m.","7:35 p.m.","590","sched_arr_time","True","True","True"
"7:36 p.m.","7:36 p.m.","590","act_arr_time","True","True","True"
"592","592","591","tuple_id","True","True","True"
"flightstats","flightstats","591","src","True","True","True"
"AA-1221-MCO-ORD","AA-1221-MCO-ORD","591","flight","True","True","True"
"8:00 p.m.","8:00 p.m.","591","sched_dep_time","True","True","True"
"8:23 p.m.","8:23 p.m.","591","act_dep_time","True","True","True"
"9:45 p.m.","9:45 p.m.","591","sched_arr_time","True","True","True"
"9:53 p.m.","9:53 p.m.","591","act_arr_time","False","True","True"
"593","593","592","tuple_id","True","True","True"
"flightstats","flightstats","592","src","True","True","True"
"CO-16-LAX-EWR","CO-16-LAX-EWR","592","flight","True","True","True"
"10:25 a.m.","10:25 a.m.","592","sched_dep_time","True","True","True"
"10:20 a.m.","10:20 a.m.","592","act_dep_time","False","True","True"
"6:44 p.m.","6:44 p.m.","592","sched_arr_time","True","True","True"
"6:34 p.m.","6:34 p.m.","592","act_arr_time","True","True","True"
"594","594","593","tuple_id","True","True","True"
"flightstats","flightstats","593","src","True","True","True"
"UA-2515-DFW-CLT","UA-2515-DFW-CLT","593","flight","True","True","True"
"7:05 a.m.","7:05 a.m.","593","sched_dep_time","True","True","True"
"7:07 a.m.","7:05 a.m.","593","act_dep_time","True","False","False"
"10:31 a.m.","10:31 a.m.","593","sched_arr_time","True","True","True"
"10:47 a.m.","10:47 a.m.","593","act_arr_time","False","True","True"
"595","595","594","tuple_id","True","True","True"
"flightstats","flightstats","594","src","True","True","True"
"AA-400-DFW-JFK","AA-400-DFW-JFK","594","flight","True","True","True"
"10:40 a.m.","10:40 a.m.","594","sched_dep_time","True","True","True"
"11:01 a.m.","11:01 a.m.","594","act_dep_time","False","True","True"
"2:59 p.m.","2:59 p.m.","594","sched_arr_time","True","True","True"
"3:04 p.m.","3:04 p.m.","594","act_arr_time","True","True","True"
"596","596","595","tuple_id","True","True","True"
"flightstats","flightstats","595","src","True","True","True"
"UA-664-ORD-PHL","UA-664-ORD-PHL","595","flight","True","True","True"
"1:33 p.m.","1:33 p.m.","595","sched_dep_time","True","True","True"
"1:31 p.m.","1:31 p.m.","595","act_dep_time","False","True","True"
"4:31 p.m.","4:31 p.m.","595","sched_arr_time","True","True","True"
"4:23 p.m.","4:23 p.m.","595","act_arr_time","False","True","True"
"597","597","596","tuple_id","True","True","True"
"flightstats","flightstats","596","src","True","True","True"
"UA-37-EWR-MCO","UA-37-EWR-MCO","596","flight","True","True","True"
"1:29 p.m.","1:29 p.m.","596","sched_dep_time","True","True","True"
"1:48 p.m.","1:48 p.m.","596","act_dep_time","True","True","True"
"4:17 p.m.","4:17 p.m.","596","sched_arr_time","False","True","True"
"4:17 p.m.","4:17 p.m.","596","act_arr_time","True","True","True"
"598","598","597","tuple_id","True","True","True"
"flightstats","flightstats","597","src","True","True","True"
"AA-1522-SFO-ORD","AA-1522-SFO-ORD","597","flight","True","True","True"
"11:55 p.m.","11:55 p.m.","597","sched_dep_time","True","True","True"
"12:10 a.m. (Estimated runway)","11:55 p.m.","597","act_dep_time","False","False","False"
"5:50 a.m.","5:50 a.m.","597","sched_arr_time","True","True","True"
"5:42 a.m. (Estimated runway)","5:50 a.m.","597","act_arr_time","False","False","False"
"599","599","598","tuple_id","True","True","True"
"flightstats","flightstats","598","src","True","True","True"
"UA-233-LAX-JFK","UA-233-LAX-JFK","598","flight","True","True","True"
"4:25 p.m.","4:25 p.m.","598","sched_dep_time","True","True","True"
"4:28 p.m. (Estimated runway)","4:25 p.m.","598","act_dep_time","False","False","False"
"12:29 a.m.","12:29 a.m.","598","sched_arr_time","False","True","True"
"12:01 a.m. (Estimated runway)","12:29 a.m.","598","act_arr_time","False","False","False"
"600","600","599","tuple_id","True","True","True"
"flightstats","flightstats","599","src","True","True","True"
"AA-3823-LAX-DEN","AA-3823-LAX-DEN","599","flight","True","True","True"
"9:00 p.m.","9:00 p.m.","599","sched_dep_time","True","True","True"
"9:06 p.m. (Estimated runway)","9:00 p.m.","599","act_dep_time","False","False","False"
"12:15 a.m.","12:15 a.m.","599","sched_arr_time","True","True","True"
"11:49 p.m. (Estimated runway)","12:15 a.m.","599","act_arr_time","False","False","False"
"601","601","600","tuple_id","True","True","True"
"flightstats","flightstats","600","src","True","True","True"
"AA-2312-DFW-DTW","AA-2312-DFW-DTW","600","flight","True","True","True"
"8:25 p.m.","8:25 p.m.","600","sched_dep_time","True","True","True"
"8:29 p.m. (Estimated runway)","8:25 p.m.","600","act_dep_time","False","False","False"
"11:50 p.m.","11:50 p.m.","600","sched_arr_time","True","True","True"
"11:35 p.m. (Estimated runway)","11:50 p.m.","600","act_arr_time","False","False","False"
"602","602","601","tuple_id","True","True","True"
"flightstats","flightstats","601","src","True","True","True"
"UA-2314-ATL-PHL","UA-2314-ATL-PHL","601","flight","True","True","True"
"2:55 p.m.","2:55 p.m.","601","sched_dep_time","True","True","True"
"2:46 p.m.","2:55 p.m.","601","act_dep_time","False","False","False"
"5:00 p.m.","5:00 p.m.","601","sched_arr_time","True","True","True"
"4:47 p.m.","4:47 p.m.","601","act_arr_time","False","True","True"
"603","603","602","tuple_id","True","True","True"
"flightstats","flightstats","602","src","True","True","True"
"AA-1165-JFK-MIA","AA-1165-JFK-MIA","602","flight","True","True","True"
"6:59 a.m.","6:59 a.m.","602","sched_dep_time","True","True","True"
"7:22 a.m.","7:22 a.m.","602","act_dep_time","True","True","True"
"10:34 a.m.","10:34 a.m.","602","sched_arr_time","True","True","True"
"10:04 a.m.","10:04 a.m.","602","act_arr_time","False","True","True"
"604","604","603","tuple_id","True","True","True"
"flightstats","flightstats","603","src","True","True","True"
"AA-431-MIA-SFO","AA-431-MIA-SFO","603","flight","True","True","True"
"8:35 a.m.","8:35 a.m.","603","sched_dep_time","True","True","True"
"8:51 a.m.","8:51 a.m.","603","act_dep_time","False","True","True"
"11:50 a.m.","11:50 a.m.","603","sched_arr_time","True","True","True"
"11:44 a.m.","11:44 a.m.","603","act_arr_time","True","True","True"
"605","605","604","tuple_id","True","True","True"
"flightstats","flightstats","604","src","True","True","True"
"UA-257-JFK-SFO","UA-257-JFK-SFO","604","flight","True","True","True"
"2:30 p.m.","2:30 p.m.","604","sched_dep_time","True","True","True"
"2:26 p.m.","2:26 p.m.","604","act_dep_time","True","True","True"
"6:15 p.m.","6:15 p.m.","604","sched_arr_time","True","True","True"
"5:42 p.m.","5:42 p.m.","604","act_arr_time","False","True","True"
"606","606","605","tuple_id","True","True","True"
"flightstats","flightstats","605","src","True","True","True"
"UA-3373-IAD-PHL","UA-3373-IAD-PHL","605","flight","True","True","True"
"8:29 a.m.","8:29 a.m.","605","sched_dep_time","False","True","True"
"8:26 a.m.","8:26 a.m.","605","act_dep_time","True","True","True"
"9:24 a.m.","9:24 a.m.","605","sched_arr_time","False","True","True"
"9:13 a.m.","9:13 a.m.","605","act_arr_time","True","True","True"
"607","607","606","tuple_id","True","True","True"
"flightstats","flightstats","606","src","True","True","True"
"CO-1250-MIA-IAH","CO-1250-MIA-IAH","606","flight","True","True","True"
"2:53 p.m.","2:53 p.m.","606","sched_dep_time","True","True","True"
"3:01 p.m.","3:01 p.m.","606","act_dep_time","False","True","True"
"4:48 p.m.","4:48 p.m.","606","sched_arr_time","True","True","True"
"4:59 p.m.","4:59 p.m.","606","act_arr_time","True","True","True"
"608","608","607","tuple_id","True","True","True"
"flightstats","flightstats","607","src","True","True","True"
"UA-828-SFO-ORD","UA-828-SFO-ORD","607","flight","True","True","True"
"11:08 p.m.","11:08 p.m.","607","sched_dep_time","True","True","True"
"","11:08 p.m.","607","act_dep_time","False","False","False"
"5:11 a.m.","5:11 a.m.","607","sched_arr_time","True","True","True"
"","5:11 a.m.","607","act_arr_time","False","False","False"
"609","609","608","tuple_id","True","True","True"
"flightstats","flightstats","608","src","True","True","True"
"CO-4888-IAH-DAL","CO-4888-IAH-DAL","608","flight","True","True","True"
"5:30 p.m.","5:30 p.m.","608","sched_dep_time","True","True","True"
"5:30 p.m. (Estimated)","5:30 p.m.","608","act_dep_time","False","False","False"
"6:40 p.m.","6:40 p.m.","608","sched_arr_time","True","True","True"
"6:40 p.m. (Estimated)","6:40 p.m.","608","act_arr_time","False","False","False"
"610","610","609","tuple_id","True","True","True"
"flightstats","flightstats","609","src","True","True","True"
"UA-2704-DTW-PHX","UA-2704-DTW-PHX","609","flight","True","True","True"
"11:15 a.m.","11:15 a.m.","609","sched_dep_time","True","True","True"
"11:15 a.m.","11:15 a.m.","609","act_dep_time","False","True","True"
"1:40 p.m.","1:40 p.m.","609","sched_arr_time","True","True","True"
"2:00 p.m.","2:00 p.m.","609","act_arr_time","False","True","True"
"611","611","610","tuple_id","True","True","True"
"flightstats","flightstats","610","src","True","True","True"
"AA-3063-SLC-LAX","AA-3063-SLC-LAX","610","flight","True","True","True"
"8:20 p.m.","8:20 p.m.","610","sched_dep_time","True","True","True"
"8:39 p.m.","8:39 p.m.","610","act_dep_time","False","True","True"
"9:20 p.m.","9:20 p.m.","610","sched_arr_time","True","True","True"
"9:19 p.m. (Estimated)","9:20 p.m.","610","act_arr_time","False","False","False"
"612","612","611","tuple_id","True","True","True"
"flightstats","flightstats","611","src","True","True","True"
"UA-2708-EWR-CLT","UA-2708-EWR-CLT","611","flight","True","True","True"
"2:55 p.m.","2:55 p.m.","611","sched_dep_time","True","True","True"
"2:52 p.m.","2:55 p.m.","611","act_dep_time","False","False","False"
"4:53 p.m.","4:53 p.m.","611","sched_arr_time","True","True","True"
"4:44 p.m.","4:44 p.m.","611","act_arr_time","False","True","True"
"613","613","612","tuple_id","True","True","True"
"flightstats","flightstats","612","src","True","True","True"
"UA-62-IAH-EWR","UA-62-IAH-EWR","612","flight","True","True","True"
"2:30 p.m.","2:30 p.m.","612","sched_dep_time","True","True","True"
"2:48 p.m.","2:48 p.m.","612","act_dep_time","True","True","True"
"7:03 p.m.","7:03 p.m.","612","sched_arr_time","True","True","True"
"7:10 p.m.","7:10 p.m.","612","act_arr_time","True","True","True"
"614","614","613","tuple_id","True","True","True"
"flightstats","flightstats","613","src","True","True","True"
"AA-3804-PHL-ORD","AA-3804-PHL-ORD","613","flight","True","True","True"
"2:35 p.m.","2:35 p.m.","613","sched_dep_time","True","True","True"
"2:44 p.m.","2:44 p.m.","613","act_dep_time","True","True","True"
"4:05 p.m.","4:05 p.m.","613","sched_arr_time","True","True","True"
"3:43 p.m.","3:43 p.m.","613","act_arr_time","True","True","True"
"615","615","614","tuple_id","True","True","True"
"flightstats","flightstats","614","src","True","True","True"
"AA-1917-JFK-MCO","AA-1917-JFK-MCO","614","flight","True","True","True"
"2:55 p.m.","2:55 p.m.","614","sched_dep_time","True","True","True"
"3:27 p.m.","3:27 p.m.","614","act_dep_time","True","True","True"
"5:55 p.m.","5:55 p.m.","614","sched_arr_time","True","True","True"
"5:43 p.m.","5:43 p.m.","614","act_arr_time","True","True","True"
"616","616","615","tuple_id","True","True","True"
"flightstats","flightstats","615","src","True","True","True"
"AA-2268-PHX-ORD","AA-2268-PHX-ORD","615","flight","True","True","True"
"7:15 a.m.","7:15 a.m.","615","sched_dep_time","True","True","True"
"7:22 a.m.","7:22 a.m.","615","act_dep_time","True","True","True"
"11:35 a.m.","11:35 a.m.","615","sched_arr_time","True","True","True"
"11:06 a.m.","11:06 a.m.","615","act_arr_time","True","True","True"
"617","617","616","tuple_id","True","True","True"
"flightstats","flightstats","616","src","True","True","True"
"AA-4277-CVG-JFK","AA-4277-CVG-JFK","616","flight","True","True","True"
"12:10 p.m.","12:10 p.m.","616","sched_dep_time","True","True","True"
"12:10 p.m.","12:10 p.m.","616","act_dep_time","False","True","True"
"2:15 p.m.","2:15 p.m.","616","sched_arr_time","True","True","True"
"1:43 p.m.","1:43 p.m.","616","act_arr_time","True","True","True"
"618","618","617","tuple_id","True","True","True"
"flightstats","flightstats","617","src","True","True","True"
"AA-789-ORD-DEN","AA-789-ORD-DEN","617","flight","True","True","True"
"1:05 p.m.","1:05 p.m.","617","sched_dep_time","True","True","True"
"1:19 p.m.","1:19 p.m.","617","act_dep_time","False","True","True"
"2:35 p.m.","2:35 p.m.","617","sched_arr_time","True","True","True"
"3:13 p.m.","3:13 p.m.","617","act_arr_time","True","True","True"
"619","619","618","tuple_id","True","True","True"
"flightstats","flightstats","618","src","True","True","True"
"UA-854-SFO-IAH","UA-854-SFO-IAH","618","flight","True","True","True"
"7:53 a.m.","7:53 a.m.","618","sched_dep_time","True","True","True"
"7:49 a.m.","7:49 a.m.","618","act_dep_time","False","True","True"
"1:39 p.m.","1:39 p.m.","618","sched_arr_time","True","True","True"
"1:30 p.m.","1:30 p.m.","618","act_arr_time","True","True","True"
"620","620","619","tuple_id","True","True","True"
"flightstats","flightstats","619","src","True","True","True"
"AA-415-BOS-ORD","AA-415-BOS-ORD","619","flight","True","True","True"
"8:35 a.m.","8:35 a.m.","619","sched_dep_time","True","True","True"
"8:56 a.m.","8:56 a.m.","619","act_dep_time","True","True","True"
"10:40 a.m.","10:40 a.m.","619","sched_arr_time","True","True","True"
"10:16 a.m.","10:16 a.m.","619","act_arr_time","True","True","True"
"621","621","620","tuple_id","True","True","True"
"flightstats","flightstats","620","src","True","True","True"
"AA-85-JFK-SFO","AA-85-JFK-SFO","620","flight","True","True","True"
"3:05 p.m.","3:05 p.m.","620","sched_dep_time","True","True","True"
"3:36 p.m.","3:36 p.m.","620","act_dep_time","True","True","True"
"6:30 p.m.","6:30 p.m.","620","sched_arr_time","True","True","True"
"6:43 p.m.","6:43 p.m.","620","act_arr_time","True","True","True"
"622","622","621","tuple_id","True","True","True"
"flightstats","flightstats","621","src","True","True","True"
"AA-3786-IAH-ORD","AA-3786-IAH-ORD","621","flight","True","True","True"
"4:00 p.m.","4:00 p.m.","621","sched_dep_time","True","True","True"
"4:12 p.m.","4:12 p.m.","621","act_dep_time","True","True","True"
"6:40 p.m.","6:40 p.m.","621","sched_arr_time","True","True","True"
"6:15 p.m.","6:15 p.m.","621","act_arr_time","True","True","True"
"623","623","622","tuple_id","True","True","True"
"flightstats","flightstats","622","src","True","True","True"
"AA-222-LAX-BOS","AA-222-LAX-BOS","622","flight","True","True","True"
"7:10 a.m.","7:10 a.m.","622","sched_dep_time","True","True","True"
"7:31 a.m.","7:31 a.m.","622","act_dep_time","True","True","True"
"3:30 p.m.","3:30 p.m.","622","sched_arr_time","True","True","True"
"3:14 p.m.","3:14 p.m.","622","act_arr_time","True","True","True"
"624","624","623","tuple_id","True","True","True"
"flightstats","flightstats","623","src","True","True","True"
"CO-50-CLE-EWR","CO-50-CLE-EWR","623","flight","True","True","True"
"2:55 p.m.","2:55 p.m.","623","sched_dep_time","True","True","True"
"3:31 p.m.","3:31 p.m.","623","act_dep_time","False","True","True"
"4:49 p.m.","4:49 p.m.","623","sched_arr_time","True","True","True"
"5:26 p.m.","5:26 p.m.","623","act_arr_time","False","True","True"
"625","625","624","tuple_id","True","True","True"
"flightstats","flightstats","624","src","True","True","True"
"UA-3099-PHX-PHL","UA-3099-PHX-PHL","624","flight","True","True","True"
"11:55 a.m.","11:55 a.m.","624","sched_dep_time","True","True","True"
"11:43 a.m.","11:55 a.m.","624","act_dep_time","False","False","False"
"6:17 p.m.","6:17 p.m.","624","sched_arr_time","True","True","True"
"5:38 p.m.","5:38 p.m.","624","act_arr_time","False","True","True"
"626","626","625","tuple_id","True","True","True"
"flightstats","flightstats","625","src","True","True","True"
"AA-4198-ORD-CLE","AA-4198-ORD-CLE","625","flight","True","True","True"
"10:40 a.m.","10:40 a.m.","625","sched_dep_time","True","True","True"
"10:54 a.m.","10:54 a.m.","625","act_dep_time","False","True","True"
"12:55 p.m.","12:55 p.m.","625","sched_arr_time","True","True","True"
"12:50 p.m.","12:50 p.m.","625","act_arr_time","False","True","True"
"627","627","626","tuple_id","True","True","True"
"flightstats","flightstats","626","src","True","True","True"
"CO-45-EWR-MIA","CO-45-EWR-MIA","626","flight","True","True","True"
"4:00 p.m.","4:00 p.m.","626","sched_dep_time","True","True","True"
"3:58 p.m.","3:58 p.m.","626","act_dep_time","True","True","True"
"7:05 p.m.","7:05 p.m.","626","sched_arr_time","True","True","True"
"6:36 p.m.","6:36 p.m.","626","act_arr_time","True","True","True"
"628","628","627","tuple_id","True","True","True"
"flightstats","flightstats","627","src","True","True","True"
"AA-3809-PHX-LAX","AA-3809-PHX-LAX","627","flight","True","True","True"
"6:00 a.m.","6:00 a.m.","627","sched_dep_time","True","True","True"
"6:10 a.m.","6:10 a.m.","627","act_dep_time","True","True","True"
"6:40 a.m.","6:40 a.m.","627","sched_arr_time","True","True","True"
"6:19 a.m.","6:19 a.m.","627","act_arr_time","True","True","True"
"629","629","628","tuple_id","True","True","True"
"flightstats","flightstats","628","src","True","True","True"
"AA-59-JFK-SFO","AA-59-JFK-SFO","628","flight","True","True","True"
"7:10 a.m.","7:10 a.m.","628","sched_dep_time","True","True","True"
"7:39 a.m.","7:39 a.m.","628","act_dep_time","True","True","True"
"10:45 a.m.","10:45 a.m.","628","sched_arr_time","True","True","True"
"11:12 a.m.","11:12 a.m.","628","act_arr_time","False","True","True"
"630","630","629","tuple_id","True","True","True"
"panynj","panynj","629","src","True","True","True"
"AA-3859-IAH-ORD","AA-3859-IAH-ORD","629","flight","True","True","True"
"7:10 a.m.","7:10 a.m.","629","sched_dep_time","True","True","True"
"7:16 a.m.","7:16 a.m.","629","act_dep_time","True","True","True"
"9:40 a.m.","9:40 a.m.","629","sched_arr_time","True","True","True"
"9:22 a.m.","9:32 a.m.","629","act_arr_time","True","False","False"
"631","631","630","tuple_id","True","True","True"
"panynj","panynj","630","src","True","True","True"
"CO-1586-IAH-MCO","CO-1586-IAH-MCO","630","flight","True","True","True"
"","7:00 p.m.","630","sched_dep_time","False","False","False"
"7:42 p.m.","7:14 p.m.","630","act_dep_time","True","False","False"
"","10:15 p.m.","630","sched_arr_time","False","False","False"
"10:29 p.m.","10:29 p.m.","630","act_arr_time","False","True","True"
"632","632","631","tuple_id","True","True","True"
"panynj","panynj","631","src","True","True","True"
"AA-518-MIA-JFK","AA-518-MIA-JFK","631","flight","True","True","True"
"6:40 a.m.","6:40 a.m.","631","sched_dep_time","True","True","True"
"6:54 a.m.","6:54 a.m.","631","act_dep_time","True","True","True"
"9:25 a.m.","9:25 a.m.","631","sched_arr_time","True","True","True"
"9:28 a.m.","9:28 a.m.","631","act_arr_time","False","True","True"
"633","633","632","tuple_id","True","True","True"
"panynj","panynj","632","src","True","True","True"
"UA-397-JFK-SFO","UA-397-JFK-SFO","632","flight","True","True","True"
"8:00 a.m.","8:00 a.m.","632","sched_dep_time","True","True","True"
"8:49 a.m.","8:29 a.m.","632","act_dep_time","False","False","False"
"11:55 a.m.","11:55 a.m.","632","sched_arr_time","True","True","True"
"11:58 a.m.","11:58 a.m.","632","act_arr_time","False","True","True"
"634","634","633","tuple_id","True","True","True"
"panynj","panynj","633","src","True","True","True"
"UA-3925-IAD-ORF","UA-3925-IAD-ORF","633","flight","True","True","True"
"","8:41 a.m.","633","sched_dep_time","False","False","False"
"9:01 a.m.","8:42 a.m.","633","act_dep_time","False","False","False"
